id_venta;fecha;id_cliente;id_producto;id_tienda;id_promocion;cantidad;precio_unitario;descuento
31642;18/03/2024;60;429;2;1.0;1;1830.04;10.0
21128;2025-11-08;4503;201;15;;2;2253.81;0.0
27981;13/04/2025;4525;253;11;;1;148.76;0.0
50984;2025-12-19;447;72;4;11.0;1;6077.55;35.0
57995;13 de octubre de 2025;2037;375;15;38.0;1;757.3;20.0
19167;2024-11-27;1071;253;11;4.0;1;142.54;15.0
45127;2024-11-26;2354;426;4;4.0;1;347.68;15.0
13036;08/12/2025;2351;342;7;11.0;1;3587.15;35.0
222;30 de marzo de 2025;2401;33;14;22.0;3;988.25;25.0
28510;2024-01-02;3120;208;9;18.0;1;1905.05;35.0
59272;07/01/2024;4189;46;9;18.0;1;555.75;35.0
11918;25/09/2024;1743;9;15;;3;1396.54;0.0
25675;04/12/2025;1531;208;9;11.0;1;1703.83;35.0
16107;2024-09-26;4142;147;3;;2;258.65;0.0
15076;25 de noviembre de 2024;3490;435;9;4.0;1;294.41;15.0
50460;2025-12-24;3642;253;7;11.0;1;149.22;35.0
2681;28/12/2024;3137;27;9;;1;96.1;0.0
12839;21 de febrero de 2025;4702;449;10;;1;336.59;
943;13/12/2025;3830;46;14;11.0;1;626.37;35.0
24965;7 de junio de 2024;4578;329;7;;1;75.34;0.0
44920;13/11/2025;2351;429;11;;1;1796.38;0.0
48540;2024-12-21;3518;185;4;5.0;2;3680.13;30.0
21780;25 de abril de 2025;3515;342;7;;1;3605.1;0.0
34998;04/12/2024;2983;426;5;5.0;2;339.82;30.0
9390;2024-11-23;4171;385;7;4.0;1;339.89;15.0
45901;11 de febrero de 2025;4849;9073;2;;1;140.44;0.0
49504;12/10/2024;4486;452;6;;1;2399.93;0.0
24209;21/09/2024;4673;90;2;13.0;2;81.24;10.0
46747;2024-09-02;801;388;7;19.0;1;479.48;15.0
22382;20/09/2025;3405;458;15;20.0;1;1432.35;35.0
6955;28/04/2025;506;46;13;;2;583.73;0.0
8240;2024-03-15;4525;127;15;;1;334.79;0.0
37055;2025-11-21;1526;426;4;10.0;1;342.3;10.0
23415;20/11/2024;535;32;15;;1;1256.6;0.0
937;07/12/2025;604;285;6;11.0;1;467.45;35.0
58349;14 de diciembre de 2024;4806;112;2;5.0;1;250.13;30.0
18719;2024-01-29;3000;460;14;;2;374.34;0.0
28258;21 de diciembre de 2025;2920;342;14;11.0;2;3879.91;35.0
47385;2024-06-29;982;435;8;;1;293.95;0.0
47456;17 de septiembre de 2024;2307;435;3;13.0;1;316.78;10.0
22718;2025-05-05;3421;429;4;;2;2037.21;
14175;30/07/2024;1194;208;1;;2;1934.57;0.0
33077;29 de noviembre de 2024;4454;261;2;4.0;2;547.47;15.0
49427;2025-01-13;1230;261;1;;1;525.74;0.0
23678;19/05/2025;3064;67;15;;1;1348.79;0.0
51800;11/05/2025;2744;253;15;;1;147.51;0.0
6014;2025-10-30;3472;84;12;;1;595.44;0.0
37878;29/03/2025;2313;40;8;22.0;3;833.46;25.0
15294;30/03/2025;4496;120;12;22.0;1;1992.66;25.0
33566;04/10/2024;4371;69;14;;1;191.75;0.0
55903;2025-12-13;1964;342;15;11.0;1;3927.29;35.0
30441;2024-12-21;1285;261;3;5.0;1;507.61;30.0
12145;2025-03-04;1743;435;13;;1;307.89;0.0
8967;03/09/2025;447;29;1;;1;142.15;0.0
46108;14/12/2025;1290;136;15;11.0;2;208.24;35.0
2991;2024-01-26;1221;208;1;35.0;1;1908.34;10.0
48481;27/10/2025;2213;46;4;;1;550.36;0.0
40589;2025-11-29;4964;373;15;39.0;1;319.59;25.0
43890;05/11/2025;3750;166;4;;2;1146.49;0.0
39489;21/09/2025;4126;422;1;20.0;1;5638.32;35.0
20555;14/04/2025;4004;342;7;;1;3970.66;0.0
25066;2024-10-22;1794;87;10;26.0;1;1693.04;25.0
49606;27/12/2024;3815;460;10;;2;410.12;0.0
6066;4 de agosto de 2024;1512;342;8;;1;3765.81;0.0
16378;11/12/2025;1710;9;8;11.0;1;1411.06;35.0
13960;2024-09-06;990;337;8;;1;349.31;0.0
31426;2025-07-15;447;337;2;29.0;1;344.59;25.0
45013;13/10/2024;153;9;11;;1;1396.36;0.0
21803;2024-08-22;3748;9;9;;1;1462.52;0.0
8469;08/12/2025;1936;90;14;11.0;3;76.9;35.0
32516;2025-03-06;2639;375;10;;1;784.09;0.0
54900;30/10/2025;3472;491;6;;1;1292.83;0.0
13872;2024-12-19;4752;208;6;5.0;1;1831.81;30.0
2689;23 de octubre de 2024;2876;6;13;26.0;1;157547.39054028734;25.0
27534;16/10/2025;2524;429;8;9.0;1;1972.49;10.0
56889;2024-12-10;679;458;10;5.0;1;1334.52;30.0
26434;2025-10-16;4503;449;10;9.0;1;346.51;10.0
43029;06/10/2025;2324;342;6;;1;3501.59;0.0
25925;2024-10-15;4605;342;1;3.0;1;3521.72;20.0
1247;2024-01-08;2531;46;9;18.0;1;593.5;35.0
30323;15 de diciembre de 2024;4709;125;8;17.0;1;269.47;40.0
55764;24 de noviembre de 2024;3596;27;13;4.0;2;88.57;
29371;24/05/2025;2557;9;1;25.0;1;1424.99;40.0
14615;2025-03-23;430;322;4;7.0;1;43.92;
11766;2024-12-20;1259;72;13;5.0;1;5763.87;30.0
39154;27/02/2025;4965;97;1;40.0;1;1261.83;20.0
6725;06/02/2024;1946;277;14;;1;3672.11;0.0
26953;8 de junio de 2025;2071;13;12;;2;6225.5;0.0
6913;21/10/2025;4031;191;3;9.0;1;133.76;10.0
41846;2025-11-26;4473;313;13;10.0;1;3057.54;10.0
45145;1 de enero de 2025;1022;6;7;;1;3826.85;0.0
56300;13/09/2025;1610;9;15;;1;1314.01;0.0
48625;2024-12-14;4614;449;8;17.0;1;351.24;40.0
31893;19 de junio de 2024;3102;253;6;;1;140.35;0.0
777;2025-03-22;135;277;13;7.0;1;4150.17;25.0
15727;20/12/2024;2408;342;11;5.0;1;3834.7;30.0
46004;29/12/2024;2481;375;1;;1;770.13;
9909;12 de marzo de 2025;4742;6;7;;1;4223.5;0.0
52540;25/10/2024;3937;100;11;26.0;1;2690.05;25.0
7271;2025-12-02;580;342;4;11.0;2;3627.08;35.0
39353;28/11/2024;496;435;5;4.0;1;318.7;15.0
44172;2025-07-06;1896;46;13;;2;548.6;0.0
8859;29 de diciembre de 2024;996;115;6;;1;5603.73;
38296;2024-03-12;801;491;10;;2;1211.1;0.0
50573;29 de diciembre de 2025;4111;388;1;;2;452.72;0.0
20849;15/08/2024;1914;9;1;;1;1312.3;0.0
49599;2025-11-28;4219;337;10;39.0;1;332.57;25.0
4514;3 de agosto de 2025;4503;426;9;15.0;1;350.38;40.0
51319;2025-12-29;2180;435;14;;1;317.67;0.0
59337;23/11/2024;2037;194;5;4.0;3;428.5;15.0
25138;15 de marzo de 2025;4450;302;4;;1;2260.46;0.0
30622;04/01/2024;690;180;14;18.0;1;4720.34;35.0
19067;2024-12-28;190;275;11;;1;3523.58;0.0
57782;28 de mayo de 2024;2320;426;14;;1;314.24;0.0
25697;23/12/2025;1671;453;7;11.0;1;3064.27;35.0
52278;13/12/2025;3472;417;3;11.0;1;754.64;35.0
52957;03/09/2024;3752;282;9;19.0;1;484.65;15.0
57224;18/04/2025;2531;182;15;;1;1535.16;0.0
2609;22/08/2024;2120;9;13;;2;1300.0;0.0
56783;2025-12-29;1524;422;4;;1;6138.12;0.0
54376;12/02/2025;3568;268;11;;1;475.75;0.0
19517;2024-01-04;1221;342;8;18.0;1;3625.64;35.0
9554;28/10/2024;2989;90;15;;1;79.6;0.0
9196;23/10/2024;3452;491;8;26.0;1;1173.06;25.0
53242;18/04/2024;813;417;1;;2;690.18;0.0
54057;2024-10-19;702;261;8;26.0;1;480.54;25.0
56891;2025-05-05;3850;182;11;;1;1470.11;0.0
34467;21/12/2024;3840;208;14;5.0;3;1738.2;30.0
47248;13 de marzo de 2024;3445;33;8;;1;949.32;0.0
34653;2025-12-29;3713;9;14;;2;1419.59;0.0
23861;19/10/2025;389;208;14;9.0;1;1945.87;10.0
52041;11 de junio de 2025;506;427;4;;2;323.72;0.0
44017;08/09/2024;1114;253;1;;1;136.32;0.0
51999;23/09/2025;571;132;11;;1;225.18;0.0
10762;2025-08-28;3472;342;3;;3;3610.36;0.0
47464;24/12/2024;2770;9;12;5.0;1;1403.76;30.0
40095;08/12/2025;101;208;9;11.0;2;1693.94;35.0
38394;2025-03-19;2557;131;7;7.0;3;2346.26;25.0
10076;13/01/2024;447;208;12;;1;1765.04;0.0
27999;22 de marzo de 2025;4322;6;6;7.0;1;3926.24;25.0
12274;21 de marzo de 2024;2762;427;9;1.0;1;302.7;10.0
6779;2025-02-11;853;449;14;;1;321.12;0.0
12372;2024-07-02;62;426;11;;2;359.82;0.0
27030;2025-08-18;2849;208;15;;3;1934.71;0.0
9932;26 de abril de 2024;4447;426;8;;1;328.33;0.0
38742;21/11/2025;3156;52;14;10.0;1;727.29;10.0
24865;05/08/2025;2811;417;11;31.0;1;775.38;25.0
53075;2024-11-20;3595;429;15;;1;2030.0;0.0
46780;2024-09-26;2343;48;11;;1;574.69;0.0
8407;23/12/2025;3827;422;6;11.0;1;5432.9;35.0
30591;2025-12-03;4922;9;9;11.0;2;1312.98;35.0
56743;10/12/2024;447;172;5;5.0;1;644.32;30.0
31201;28 de marzo de 2024;1694;174;4;;1;842.81;
56304;29/12/2025;555;342;13;;1;3607.95;0.0
31859;21/12/2024;4448;384;14;5.0;1;593.55;30.0
40509;21/01/2025;1385;373;5;;2;323.62;0.0
33775;02/02/2024;4578;426;1;;1;328.99;
43122;18/12/2024;4011;67;13;5.0;1;1541.11;30.0
45494;07/02/2025;85;426;11;;1;338.78;0.0
38440;02/12/2025;3830;77;15;11.0;1;89.97;35.0
21172;24/07/2024;1447;449;11;6.0;1;355.97;35.0
32303;27/07/2024;3110;435;3;6.0;1;324.08;35.0
19274;22/12/2025;2928;426;14;11.0;1;351.85;35.0
37583;26/04/2024;3566;206;4;;2;627.43;0.0
18624;21/03/2025;3538;208;6;7.0;1;1892.54;25.0
8526;27/11/2024;4363;15;2;4.0;1;613.01;15.0
47053;27/10/2024;697;429;11;;1;1858.77;0.0
3076;28/08/2024;4426;261;8;;1;483.79;0.0
6482;2025-04-07;2879;418;6;8.0;1;251.75;40.0
16887;27 de julio de 2025;547;438;12;12.0;1;3508.06;35.0
35376;3 de junio de 2025;2037;9;2;;2;1343.73;0.0
16277;2024-01-27;1426;332;3;;1;973.27;0.0
26792;2025-09-23;4322;261;5;;1;499.09;0.0
35349;01/08/2025;4322;386;4;31.0;2;4092.51;25.0
22719;2024-12-06;3733;393;8;5.0;1;534.78;30.0
26265;2025-02-24;4820;87;1;40.0;1;1746.87;20.0
55155;26 de septiembre de 2024;4927;9;3;;1;1309.82;0.0
29835;21 de octubre de 2025;467;295;1;9.0;1;1111.51;10.0
18189;2024-11-28;2490;376;3;4.0;2;718.05;15.0
49313;2024-06-27;3935;342;12;;1;3529.03;0.0
9591;19 de mayo de 2024;4666;148;12;;1;1672.35;0.0
12082;15/09/2025;2453;201;14;;1;2149.07;0.0
32898;21 de marzo de 2025;1896;208;13;7.0;3;1752.56;25.0
19654;07/07/2025;4118;451;15;;1;5186.03;0.0
23837;14 de abril de 2025;2612;27;1;;2;96.07;0.0
58075;2025-12-28;4423;46;13;;1;583.13;0.0
46794;28/04/2024;3276;342;12;;1;4066.49;0.0
39664;2024-09-08;1858;342;2;;1;4054.49;0.0
30424;18/08/2025;1290;261;3;;1;485.72;0.0
34386;2025-07-18;2837;208;6;29.0;1;1909.43;25.0
9023;2024-03-26;1858;136;4;;1;214.47;0.0
49553;2024-01-10;2206;97;11;18.0;1;1283.54;35.0
57213;28 de octubre de 2024;2183;13;9;;1;6001.81;0.0
12008;08/03/2025;3344;458;13;;1;1501.16;0.0
42494;21/11/2025;3164;9;9;10.0;1;1344.41;10.0
31995;2025-03-30;4606;475;8;22.0;1;1912.85;25.0
829;17/01/2024;3045;115;14;33.0;2;5289.22;10.0
53433;2025-11-21;1760;342;1;10.0;1;3629.69;10.0
36558;18/12/2025;1226;180;8;11.0;1;4572.57;35.0
24608;12/05/2024;329;261;14;;1;499.39;0.0
26811;2025-12-06;2915;486;1;30.0;2;205.12;10.0
8740;20 de diciembre de 2024;3525;147;12;5.0;1;285.93;30.0
24076;02/11/2025;705;268;8;;1;496.93;0.0
56875;20 de septiembre de 2025;3792;67;4;20.0;1;1397.25;35.0
33286;2024-12-08;4227;9;14;5.0;1;1299.25;30.0
21241;07/02/2024;1239;386;12;;1;3780.91;0.0
6430;2024-12-26;1868;302;4;;1;2269.59;0.0
45161;2024-03-19;1542;313;7;1.0;1;3464.32;
33811;31/12/2024;762;6;10;;2;4198.32;0.0
40909;2025-12-28;447;67;12;;1;1327.87;0.0
7990;20/10/2024;3881;153;8;3.0;1;1399.93;20.0
51279;28/04/2025;978;342;3;;1;3682.01;0.0
18787;2025-10-24;3955;480;13;21.0;1;292.18;10.0
5778;2025-12-16;1342;184;14;11.0;1;1357.18;35.0
55925;25 de octubre de 2024;719;406;12;26.0;1;2607.45;25.0
44587;26/03/2025;3556;254;13;22.0;1;579.86;
5749;2 de abril de 2024;3060;455;2;2.0;1;557.55;20.0
36792;2025-01-22;2800;208;4;;1;1974.95;0.0
48566;21 de octubre de 2024;2541;426;3;26.0;1;353.98;25.0
13206;24 de diciembre de 2025;167;74;5;11.0;1;25.48;35.0
56592;05/09/2024;304;201;3;19.0;1;2058.83;15.0
14474;2024-10-17;4507;272;9;3.0;1;89.88;20.0
26267;12/09/2024;4126;185;11;;1;3269.13;0.0
9697;17 de abril de 2024;3186;1;13;;2;5691.46;0.0
32220;2024-12-20;4957;67;5;5.0;2;1473.8;30.0
54293;06/12/2024;334;208;4;5.0;1;1829.72;30.0
57245;25 de enero de 2025;1987;493;5;;1;357.77;0.0
1881;30/12/2025;447;208;8;;1;1964.64;0.0
17782;2025-12-14;1540;126;13;11.0;1;5450.72;35.0
39252;2025-07-28;1221;291;2;31.0;1;111.24;25.0
27213;01/06/2025;4605;46;8;27.0;1;588.07;15.0
54203;2025-11-09;2868;38;9;;1;2763.35;0.0
52019;27 de noviembre de 2025;3857;46;6;10.0;2;548.76;10.0
10734;17/03/2024;180;435;14;;1;309.07;0.0
7564;2025-10-26;4522;208;5;21.0;1;1704.86;10.0
9837;10/02/2025;3256;147;7;;1;254.97;0.0
34946;2025-10-09;447;314;8;38.0;2;4267.33;
50247;07/04/2025;1260;208;6;8.0;1;1815.11;40.0
42780;4 de mayo de 2025;4623;171;9;;1;700.38;0.0
29639;5 de julio de 2025;1221;14;7;36.0;1;2836.9;30.0
41903;23/11/2024;3909;74;14;4.0;1;27.93;15.0
54548;03/03/2024;1943;429;13;;2;1992.07;0.0
28013;2024-06-19;3420;46;4;;3;549.39;0.0
897;2025-08-27;2094;180;13;;1;4583.1;0.0
47677;2024-12-06;579;435;5;5.0;1;302.9;30.0
13934;27/10/2025;779;261;15;;1;530.25;0.0
29292;24/03/2025;3850;171;13;22.0;1;723.72;25.0
23331;16 de abril de 2025;3770;393;1;;2;522.67;0.0
3503;2024-04-26;3051;46;2;;2;554.01;0.0
56247;20 de diciembre de 2024;3881;354;8;5.0;2;3655.09;30.0
14833;2025-03-17;447;418;12;7.0;1;228.97;25.0
29083;11 de diciembre de 2024;3691;435;14;5.0;2;321.46;30.0
55129;21/02/2025;2936;26;6;;1;1256.3;0.0
44130;05/03/2025;4081;77;2;;2;91.41;0.0
54363;25 de abril de 2025;4478;426;4;;1;340.87;0.0
57908;20 de enero de 2024;3634;27;11;33.0;1;91.41;10.0
1165;29/04/2024;1914;67;4;;1;1420.11;0.0
52045;16/04/2025;3658;208;5;;1;1736.15;0.0
14697;2025-01-19;3680;208;12;;2;1914.32;0.0
9903;2024-12-26;3391;342;2;;1;3588.73;0.0
26243;25/04/2025;2182;220;10;;1;4318.22;0.0
14241;2 de abril de 2025;768;342;11;8.0;1;3685.58;40.0
2542;23/03/2024;4418;6;6;1.0;1;3788.19;10.0
43292;2025-12-29;2018;426;7;;1;334.79;0.0
29279;31/05/2025;2911;101;10;27.0;2;770.42;15.0
43819;07/01/2024;4585;115;12;18.0;1;5179.71;35.0
35276;2025-11-26;3800;426;11;39.0;1;354.43;25.0
28590;11/03/2024;4181;426;7;;1;346.88;0.0
8452;2024-12-28;1518;237;4;;1;1900.34;0.0
22200;22/12/2025;1006;393;11;11.0;3;535.93;35.0
10240;25 de abril de 2024;2140;342;11;;1;3963.95;0.0
44093;2024-12-18;1882;180;9;5.0;2;4554.68;30.0
36331;12 de agosto de 2025;535;254;3;;1;545.59;0.0
28020;23/12/2025;3652;332;4;11.0;2;912.78;35.0
5785;31/10/2025;999;38;3;;3;2859.06;0.0
6690;08/05/2024;3738;201;14;;1;1988.1;0.0
397;2024-10-01;3641;429;6;;2;2063.45;0.0
59049;28/12/2025;1311;121;2;;1;3332.52;0.0
30828;23/04/2024;4125;268;2;;1;504.09;0.0
11273;05/05/2024;2584;392;5;;1;154.39;0.0
22353;16/12/2025;2180;90;7;11.0;1;74.38;35.0
1537;12/11/2025;4173;370;15;;1;3233.95;0.0
9599;24/07/2024;2809;460;15;6.0;1;376.22;35.0
34638;28/04/2024;4082;487;14;;2;99.31;0.0
59116;2025-10-20;732;449;3;9.0;1;346.95;
13034;21/12/2024;823;46;3;5.0;1;590.45;30.0
32722;19/04/2025;649;9;8;;1;1270.8;0.0
32865;2025-12-08;706;208;8;11.0;2;1944.08;35.0
30002;2025-12-13;761;435;10;11.0;1;282.23;35.0
20586;27/04/2025;1084;202;7;;1;189.17;0.0
25905;2024-08-01;78;290;1;;1;2577.75;0.0
58224;17 de febrero de 2024;447;100;14;;1;2502.11;0.0
51107;2024-04-13;900;253;1;;1;137.99;0.0
25218;26 de diciembre de 2024;4503;155;13;;1;834.27;0.0
22861;2024-08-30;677;433;9;;1;355.69;0.0
44845;10/11/2024;484;429;1;23.0;2;1872.5;20.0
5135;2025-11-29;455;342;1;39.0;2;3566.14;25.0
48141;2025-05-24;2850;426;9;25.0;1;336.35;40.0
49044;28 de julio de 2025;4607;342;12;31.0;3;3988.48;25.0
417;2024-10-30;4503;342;15;;1;3700.96;0.0
15529;27/05/2024;2274;429;1;;1;1922.65;0.0
39159;2024-04-01;464;449;2;2.0;1;338.2;20.0
45023;31/10/2024;1419;435;5;;1;11372.790732720367;0.0
26560;2024-08-10;3909;342;2;;1;4096.33;0.0
50359;2024-04-27;3405;208;2;;1;1726.84;0.0
14303;2024-11-17;2862;429;10;23.0;1;1890.2;20.0
3789;18 de mayo de 2025;1127;342;9;;1;4015.49;0.0
42970;2024-03-12;2945;67;3;;3;1470.52;0.0
41313;2024-12-22;4729;81;11;5.0;1;1338.33;30.0
13742;2024-05-28;3343;40;2;;1;830.41;0.0
38826;8 de febrero de 2025;2728;349;3;;1;902.17;0.0
52595;6 de enero de 2024;759;232;8;18.0;3;680.42;35.0
42986;28/01/2024;881;208;2;;1;1941.66;0.0
17962;2025-12-09;382;46;5;11.0;1;593.0;35.0
15857;13/07/2025;2630;46;4;29.0;1;548.01;25.0
6946;28 de abril de 2025;244;460;6;;1;426.08;0.0
31716;2024-07-01;1616;9001;1;;1;80.84;
58325;2025-06-03;1158;349;4;;1;963.37;0.0
51586;23/04/2025;2852;201;6;16.0;2;2106.51;15.0
54579;19/03/2024;3698;9048;2;1.0;1;154.91;10.0
34761;2025-08-08;1700;194;4;;1;447.25;0.0
8189;01/11/2024;4227;342;6;;1;4047.37;0.0
29178;03/10/2024;2324;205;6;;1;1199.91;
20228;15 de julio de 2025;982;253;10;29.0;1;147.54;25.0
36230;2024-04-18;4392;208;11;;1;1773.57;0.0
37721;28/10/2024;4004;332;15;;1;903.94;0.0
50378;11/05/2025;506;194;11;;1;417.92;0.0
16318;29 de octubre de 2025;4792;342;3;;3;3539.9;0.0
32205;2024-06-25;473;342;10;;2;3727.21;0.0
13469;2024-07-02;811;342;5;;1;3514.83;0.0
34277;25/11/2024;447;27;14;4.0;1;91.7;15.0
59902;30/05/2024;319;458;11;;2;1330.94;0.0
36216;03/01/2025;1130;338;11;;1;4961.11;0.0
12332;2024-11-17;447;125;7;23.0;1;269.81;20.0
2785;12/12/2024;60;67;2;5.0;1;1379.09;30.0
26575;29/12/2024;3421;427;1;;1;328.61;0.0
25919;2024-11-19;2315;426;3;;1;364.0;0.0
12529;30 de noviembre de 2025;4533;40;15;;1;775.06;0.0
1323;2024-08-28;784;6;12;;1;3922.25;0.0
57984;2024-08-24;3065;388;8;;1;500.06;0.0
2869;2025-04-16;4640;346;13;;3;3923.67;0.0
50742;2025-01-13;3991;272;7;;3;85.8;0.0
43855;29/12/2025;3738;261;13;;1;543.87;0.0
35771;2025-12-23;4503;208;2;11.0;1;1683.77;35.0
2868;2024-12-29;447;208;13;;2;1898.53;
10942;2024-02-07;3575;10;3;;1;1111.26;0.0
24376;18 de enero de 2024;4322;208;15;33.0;1;1892.38;10.0
37043;31 de enero de 2025;3738;159;8;;2;4183.13;0.0
59083;21/11/2024;999;388;5;;1;516.83;0.0
18604;25/09/2025;3102;406;7;;1;2646.3;0.0
25798;29/11/2024;1230;253;14;4.0;1;134.25;15.0
50231;22/09/2025;2049;388;14;20.0;1;507.55;35.0
30457;09/08/2025;2522;174;7;;2;810.62;0.0
28664;02/09/2024;3895;171;12;19.0;1;732.28;15.0
38692;2024-04-25;2911;208;5;;1;1697.47;0.0
7512;2024-03-22;4441;180;14;1.0;1;4395.97;
59397;16 de junio de 2025;1601;346;6;37.0;1;4281.77;15.0
23888;23/07/2024;762;147;10;6.0;2;273.73;
17821;20/07/2024;2557;435;4;6.0;1;310.8;35.0
52141;2024-06-26;692;9;6;;1;1272.75;0.0
57433;04/10/2024;3850;48;10;;2;669.63;0.0
40826;16/09/2025;2874;253;13;;1;134.23;0.0
31437;11 de noviembre de 2025;2408;9;5;;1;1402.77;0.0
58775;18/01/2024;498;171;4;33.0;1;688.17;10.0
10566;20/11/2025;3996;9;7;;1;1391.23;0.0
32217;2025-04-25;1054;132;6;;1;232.21;0.0
27556;2024-07-19;447;375;3;;1;811.02;0.0
58400;2025-10-31;3456;14;12;;1;2758.13;0.0
5713;14/09/2024;3643;342;3;13.0;1;3892.28;10.0
38934;12 de diciembre de 2025;447;226;9;11.0;1;1495.37;35.0
3754;11/09/2025;4478;147;15;;1;245.54;0.0
41923;2024-04-05;1518;114;10;2.0;2;4859.25;20.0
52012;2024-04-15;762;342;9;;1;3863.4;
23114;5 de marzo de 2025;3683;285;5;;2;478.88;0.0
899;06/12/2024;541;429;12;5.0;2;1913.29;
40599;2024-11-01;3498;22;6;;1;182.97;0.0
12734;06/11/2025;774;107;1;;1;2248.76;0.0
10037;07/06/2025;4657;175;2;;1;1899.63;0.0
40961;21/11/2025;3874;426;5;10.0;2;345.96;10.0
58146;2024-02-21;3770;332;11;34.0;1;951.87;20.0
41175;29/12/2024;4957;261;9;;2;500.75;
57697;2025-12-28;2369;13;8;;1;5884.53;0.0
36722;17/05/2024;1745;9064;2;;2;3640.98;0.0
51160;29 de mayo de 2025;3906;261;11;27.0;2;513.56;15.0
56445;2 de marzo de 2025;3595;46;9;;1;537.12;0.0
43448;14/04/2025;3424;23;1;;1;290.89;0.0
31636;30/08/2025;1571;74;12;;1;29.67;0.0
46581;13/04/2025;4503;52;13;;1;806.38;0.0
22141;18 de junio de 2025;4846;435;1;37.0;2;304.24;15.0
4525;26/12/2024;527;373;7;;1;316.41;0.0
8880;2025-11-23;4491;458;5;39.0;1;1368.43;25.0
14062;2024-04-27;3990;426;8;;2;342.42;0.0
5206;2024-12-30;1663;230;15;;1;272.75;0.0
2296;2025-04-28;4227;426;2;;1;350.41;0.0
9545;2025-04-21;4469;2;3;16.0;1;714.53;15.0
7183;20 de abril de 2025;135;435;10;;2;294.17;
32679;01/11/2024;1507;330;6;;1;747.54;0.0
37578;4 de septiembre de 2024;2037;426;7;19.0;2;340.24;15.0
41484;26/10/2025;209;342;13;21.0;1;3855.58;10.0
19828;2024-12-06;945;344;12;5.0;1;4712.34;30.0
46049;17 de diciembre de 2025;447;386;3;11.0;1;3933.59;35.0
21258;2024-07-16;763;426;5;14.0;1;332.09;
4615;2025-12-29;2957;12;14;;1;376.86;0.0
39511;05/09/2024;3935;201;11;19.0;1;2181.49;15.0
50850;2024-08-10;496;475;4;;1;2112.12;0.0
46086;05/12/2024;1794;342;15;5.0;1;3736.28;30.0
52265;2024-10-28;3827;435;9;;1;304.72;0.0
21357;2024-11-02;4914;268;11;;1;472.29;0.0
2504;27/11/2025;4322;208;15;39.0;1;1724.07;25.0
11618;10/01/2024;4478;101;12;18.0;1;729.75;35.0
5013;13/01/2024;447;283;14;;1;5421.26;0.0
35022;30/12/2024;2614;370;11;;2;3398.49;0.0
19415;05/07/2025;571;426;9;36.0;1;350.69;30.0
41636;12 de diciembre de 2025;101;40;15;11.0;1;833.99;
20950;2025-08-14;490;426;2;;3;354.06;0.0
40956;20/09/2024;332;342;13;13.0;1;3752.13;10.0
6996;2024-06-20;435;342;15;;1;4008.09;0.0
20150;4 de noviembre de 2024;4733;67;10;;1;1484.21;0.0
6758;24/10/2024;2193;452;11;26.0;1;2445.44;25.0
31494;22/03/2024;3710;356;1;1.0;3;461.44;10.0
43709;04/12/2025;1221;342;9;11.0;1;3875.1;35.0
35147;22/12/2024;2120;194;6;5.0;1;469.37;30.0
41468;2024-11-20;4503;90;7;;1;74.02;0.0
16383;2 de noviembre de 2025;3733;285;1;;1;494.05;0.0
40498;24/04/2025;4219;426;15;16.0;1;354.95;15.0
47263;2025-07-03;264;208;11;36.0;1;1687.48;30.0
19829;21/02/2024;2420;177;14;34.0;2;37.54;20.0
28000;2025-03-22;4322;9;6;7.0;3;1455.76;25.0
5396;2025-04-19;3361;37;3;;1;1731.95;0.0
12548;20/11/2024;4754;127;10;;3;330.71;0.0
43336;14/12/2025;3219;449;9;11.0;2;325.26;35.0
57866;2025-07-22;3798;9;7;12.0;2;1307.29;35.0
31162;1 de diciembre de 2025;2240;337;12;11.0;1;333.74;35.0
58831;29/04/2025;1692;9044;14;;1;295.85;0.0
11513;25/03/2025;1797;429;15;22.0;1;1924.35;25.0
38703;17/05/2024;595;373;15;;1;345.89;0.0
28246;2024-12-26;4734;67;15;;1;1337.31;0.0
30439;2024-05-05;4828;346;12;;1;4053.96;0.0
39433;2024-07-05;3850;429;3;32.0;2;1799.72;25.0
54215;2025-07-09;2911;342;14;;1;3717.73;0.0
32140;24 de marzo de 2024;4031;208;3;1.0;1;1938.28;10.0
9539;15 de agosto de 2025;1351;499;8;;1;107.53;0.0
39731;26/02/2024;1120;342;1;34.0;1;3845.49;20.0
26375;2025-08-30;447;342;12;;281;3558.97;0.0
31126;12/12/2025;2914;486;15;11.0;1;215.7;35.0
32349;26/12/2024;4478;194;12;;2;475.41;0.0
50891;25 de septiembre de 2025;2206;373;6;;1;343.47;0.0
16181;2024-12-14;1290;126;1;17.0;1;5117.77;40.0
23060;17 de marzo de 2024;2259;147;9;;1;275.5;0.0
30333;2024-04-27;2584;342;11;;1;3840.21;0.0
24623;2024-05-08;309;74;5;;1;25.31;0.0
57300;2024-12-17;1158;254;13;17.0;2;577.45;40.0
32117;12/10/2024;506;153;10;;1;1486.15;0.0
3841;02/11/2024;2040;286;9;;1;1224.69;0.0
50457;2025-04-21;3732;208;14;16.0;1;1770.11;15.0
8332;19/11/2025;249;174;5;;1;826.81;0.0
2183;25 de noviembre de 2025;1562;349;6;10.0;2;870.97;10.0
13326;01/09/2025;3110;261;14;;1;504.17;0.0
14830;18/04/2024;4126;76;15;;1;720.76;0.0
24629;2024-12-26;4877;429;14;;1;1960.04;0.0
