fecha;dia;mes;trimestre;anio;dia_semana;es_feriado
2025-08-29;29;8;3;2025;Viernes;0
2025-08-30;30;8;3;2025;Sábado;1
2025-08-31;31;8;3;2025;Domingo;0
2025-09-01;1;9;3;2025;Lunes;0
2025-09-02;2;9;3;2025;Martes;0
2025-09-03;3;9;3;2025;Miércoles;0
2025-09-04;4;9;3;2025;Jueves;0
2025-09-05;5;9;3;2025;Viernes;0
2025-09-06;6;9;3;2025;Sábado;0
2025-09-07;7;9;3;2025;Domingo;0
2025-09-08;8;9;3;2025;Lunes;0
2025-09-09;9;9;3;2025;Martes;0
2025-09-10;10;9;3;2025;Miércoles;0
2025-09-11;11;9;3;2025;Jueves;0
2025-09-12;12;9;3;2025;Viernes;0
2025-09-13;13;9;3;2025;Sábado;0
2025-09-14;14;9;3;2025;Domingo;0
2025-09-15;15;9;3;2025;Lunes;0
2025-09-16;16;9;3;2025;Martes;0
2025-09-17;17;9;3;2025;Miércoles;0
2025-09-18;18;9;3;2025;Jueves;0
2025-09-19;19;9;3;2025;Viernes;0
2025-09-20;20;9;3;2025;Sábado;0
2025-09-21;21;9;3;2025;Domingo;0
2025-09-22;22;9;3;2025;Lunes;0
2025-09-23;23;9;3;2025;Martes;0
2025-09-24;24;9;3;2025;Miércoles;0
2025-09-25;25;9;3;2025;Jueves;0
2025-09-26;26;9;3;2025;Viernes;0
2025-09-27;27;9;3;2025;Sábado;0
2025-09-28;28;9;3;2025;Domingo;0
2025-09-29;29;9;3;2025;Lunes;0
2025-09-30;30;9;3;2025;Martes;0
2025-10-01;1;10;4;2025;Miércoles;0
2025-10-02;2;10;4;2025;Jueves;0
2025-10-03;3;10;4;2025;Viernes;0
2025-10-04;4;10;4;2025;Sábado;0
2025-10-05;5;10;4;2025;Domingo;0
2025-10-06;6;10;4;2025;Lunes;0
2025-10-07;7;10;4;2025;Martes;0
2025-10-08;8;10;4;2025;Miércoles;1
2025-10-09;9;10;4;2025;Jueves;0
2025-10-10;10;10;4;2025;Viernes;0
2025-10-11;11;10;4;2025;Sábado;0
2025-10-12;12;10;4;2025;Domingo;0
2025-10-13;13;10;4;2025;Lunes;0
2025-10-14;14;10;4;2025;Martes;0
2025-10-15;15;10;4;2025;Miércoles;0
2025-10-16;16;10;4;2025;Jueves;0
2025-10-17;17;10;4;2025;Viernes;0
2025-10-18;18;10;4;2025;Sábado;0
2025-10-19;19;10;4;2025;Domingo;0
2025-10-20;20;10;4;2025;Lunes;0
2025-10-21;21;10;4;2025;Martes;0
2025-10-22;22;10;4;2025;Miércoles;0
2025-10-23;23;10;4;2025;Jueves;0
2025-10-24;24;10;4;2025;Viernes;0
2025-10-25;25;10;4;2025;Sábado;0
2025-10-26;26;10;4;2025;Domingo;0
2025-10-27;27;10;4;2025;Lunes;0
2025-10-28;28;10;4;2025;Martes;0
2025-10-29;29;10;4;2025;Miércoles;0
2025-10-30;30;10;4;2025;Jueves;0
2025-10-31;31;10;4;2025;Viernes;0
2025-11-01;1;11;4;2025;Sábado;1
2025-11-02;2;11;4;2025;Domingo;0
2025-11-03;3;11;4;2025;Lunes;0
2025-11-04;4;11;4;2025;Martes;0
2025-11-05;5;11;4;2025;Miércoles;0
2025-11-06;6;11;4;2025;Jueves;0
2025-11-07;7;11;4;2025;Viernes;0
2025-11-08;8;11;4;2025;Sábado;0
2025-11-09;9;11;4;2025;Domingo;0
2025-11-10;10;11;4;2025;Lunes;0
2025-11-11;11;11;4;2025;Martes;0
2025-11-12;12;11;4;2025;Miércoles;0
2025-11-13;13;11;4;2025;Jueves;0
2025-11-14;14;11;4;2025;Viernes;0
2025-11-15;15;11;4;2025;Sábado;0
2025-11-16;16;11;4;2025;Domingo;0
2025-11-17;17;11;4;2025;Lunes;0
2025-11-18;18;11;4;2025;Martes;0
2025-11-19;19;11;4;2025;Miércoles;0
2025-11-20;20;11;4;2025;Jueves;0
2025-11-21;21;11;4;2025;Viernes;0
2025-11-22;22;11;4;2025;Sábado;0
2025-11-23;23;11;4;2025;Domingo;0
2025-11-24;24;11;4;2025;Lunes;0
2025-11-25;25;11;4;2025;Martes;0
2025-11-26;26;11;4;2025;Miércoles;0
2025-11-27;27;11;4;2025;Jueves;0
2025-11-28;28;11;4;2025;Viernes;0
2025-11-29;29;11;4;2025;Sábado;0
2025-11-30;30;11;4;2025;Domingo;0
2025-12-01;1;12;4;2025;Lunes;0
2025-12-02;2;12;4;2025;Martes;0
2025-12-03;3;12;4;2025;Miércoles;0
2025-12-04;4;12;4;2025;Jueves;0
2025-12-05;5;12;4;2025;Viernes;0
2025-12-06;6;12;4;2025;Sábado;0
2025-12-07;7;12;4;2025;Domingo;0
2025-12-08;8;12;4;2025;Lunes;1
2025-12-09;9;12;4;2025;Martes;0
2025-12-10;10;12;4;2025;Miércoles;0
2025-12-11;11;12;4;2025;Jueves;0
2025-12-12;12;12;4;2025;Viernes;0
2025-12-13;13;12;4;2025;Sábado;0
2025-12-14;14;12;4;2025;Domingo;0
2025-12-15;15;12;4;2025;Lunes;0
2025-12-16;16;12;4;2025;Martes;0
2025-12-17;17;12;4;2025;Miércoles;0
2025-12-18;18;12;4;2025;Jueves;0
2025-12-19;19;12;4;2025;Viernes;0
2025-12-20;20;12;4;2025;Sábado;0
2025-12-21;21;12;4;2025;Domingo;0
2025-12-22;22;12;4;2025;Lunes;0
2025-12-23;23;12;4;2025;Martes;0
2025-12-24;24;12;4;2025;Miércoles;0
2025-12-25;25;12;4;2025;Jueves;1
2025-12-26;26;12;4;2025;Viernes;0
2025-12-27;27;12;4;2025;Sábado;0
2025-12-28;28;12;4;2025;Domingo;0
2025-12-29;29;12;4;2025;Lunes;0
2025-12-30;30;12;4;2025;Martes;0
