id_venta,fecha,id_cliente,id_producto,id_tienda,id_promocion,cantidad,precio_unitario,descuento,importe,costo_total,margen
11583,2024-12-26,378,342,5,0,1,3524.42,0.0,3524.42,2565.29,959.13
56467,2024-11-25,462,426,2,4,1,355.55,15.0,302.22,242.97,59.25
34466,2024-10-18,308,180,12,3,1,4947.7,20.0,3958.16,3621.93,336.23
39086,2024-01-14,4322,90,14,0,2,74.24,0.0,148.48,91.98,56.5
26787,2025-09-19,4199,350,14,20,1,347.71,35.0,226.01,229.21,-3.2
17480,2024-05-21,3885,112,5,0,2,266.35,0.0,532.7,310.5,222.2
54809,2024-10-19,1456,46,14,26,1,612.54,25.0,459.4,366.2,93.2
44419,2024-10-22,496,422,9,26,1,5863.33,25.0,4397.5,4036.84,360.66
55479,2024-11-30,4778,77,9,0,1,88.24,0.0,88.24,66.75,21.49
22566,2025-10-17,3276,153,3,9,2,1442.13,10.0,2595.83,1866.16,729.67
52024,2024-08-13,447,261,15,0,2,538.64,0.0,1077.28,766.72,310.56
40491,2025-07-29,4509,342,3,12,1,3989.74,35.0,2593.33,2565.29,28.04
31157,2025-02-27,4548,342,15,40,1,4043.06,20.0,3234.45,2565.29,669.16
55398,2025-04-09,4598,208,8,0,1,1694.41,0.0,1694.41,1132.38,562.03
7529,2024-06-03,3672,147,1,0,1,258.41,0.0,258.41,169.94,88.47
2153,2024-07-22,3698,344,6,6,1,4668.72,35.0,3034.67,3652.85,-618.18
20716,2025-05-28,1727,261,8,27,1,561.14,15.0,476.97,383.36,93.61
2617,2025-05-19,2120,253,14,0,1,147.55,0.0,147.55,91.34,56.21
49814,2024-05-16,764,67,13,0,1,1533.88,0.0,1533.88,1077.51,456.37
42017,2025-05-13,735,91,6,0,2,299.99,0.0,599.98,394.78,205.2
26465,2024-10-15,1729,2,4,3,2,695.19,20.0,1112.3,911.36,200.94
2339,2024-12-09,708,208,10,5,1,1912.54,30.0,1338.78,1132.38,206.4
33642,2025-03-10,2850,429,14,0,1,1989.88,0.0,1989.88,1065.24,924.64
51184,2025-08-11,447,208,15,0,1,1804.42,0.0,1804.42,1132.38,672.04
7174,2024-11-28,1661,171,7,4,1,655.72,15.0,557.36,494.44,62.92
43150,2025-01-09,1777,290,14,0,3,2751.58,0.0,8254.74,5167.08,3087.66
32777,2025-05-18,167,484,12,0,1,342.05,0.0,342.05,259.36,82.69
51554,2025-08-26,3401,194,7,0,1,432.88,0.0,432.88,276.51,156.37
20334,2024-12-30,2071,422,1,0,1,6077.28,0.0,6077.28,4036.84,2040.44
17474,2024-04-04,1248,349,10,2,1,998.2,20.0,798.56,565.9,232.66
24561,2024-11-09,4126,125,3,23,1,292.04,0.0,292.04,179.91,112.13
38100,2024-03-29,493,208,13,0,1,1791.1,0.0,1791.1,1132.38,658.72
8565,2025-05-15,3850,491,13,0,2,1245.96,0.0,2491.92,1380.88,1111.04
28464,2025-03-27,4065,342,9,22,2,4050.57,25.0,6075.86,5130.58,945.28
28599,2024-02-04,3516,194,15,0,2,431.82,0.0,863.64,553.02,310.62
2529,2025-12-27,1446,181,3,0,1,105.97,0.0,105.97,74.86,31.11
34986,2025-12-04,3683,40,11,30,1,792.29,10.0,713.06,539.77,173.29
11211,2024-02-07,4322,387,8,0,1,3353.65,0.0,3353.65,1937.29,1416.36
463,2025-03-19,4004,342,5,7,3,3607.22,25.0,8116.24,7695.87,420.37
21965,2025-06-27,484,342,2,0,1,3964.68,0.0,3964.68,2565.29,1399.39
1619,2024-05-10,4525,342,8,0,1,3596.21,0.0,3596.21,2565.29,1030.92
46835,2024-04-07,3256,430,7,2,1,832.66,0.0,832.66,596.31,236.35
56243,2024-12-04,898,208,8,5,1,1852.98,30.0,1297.09,1132.38,164.71
43747,2025-12-29,268,208,15,0,2,1882.92,0.0,3765.84,2264.76,1501.08
55442,2024-09-01,3456,141,12,19,1,2454.83,15.0,2086.61,1564.7,521.91
19212,2025-03-26,4095,232,3,22,1,630.23,25.0,472.67,469.15,3.52
3417,2025-03-18,3195,427,12,7,1,305.35,25.0,229.01,193.21,35.8
50087,2025-11-23,2541,90,15,39,2,76.6,25.0,114.9,91.98,22.92
23429,2025-10-15,4421,277,3,9,3,4086.69,10.0,11034.06,7221.84,3812.22
16034,2025-04-26,549,9,3,0,1,1429.26,0.0,1429.26,1072.99,356.27
5126,2025-01-18,3426,342,5,0,1,3575.7,0.0,3575.7,2565.29,1010.41
41743,2025-03-14,3683,477,11,0,2,4708.08,0.0,9416.16,7104.86,2311.3
6272,2025-11-23,4322,232,11,10,1,694.88,10.0,625.39,469.15,156.24
13543,2024-03-23,4806,97,1,1,1,1326.02,10.0,1193.42,947.89,245.53
38008,2025-04-25,3830,342,7,0,1,4015.48,0.0,4015.48,2565.29,1450.19
12386,2024-04-21,3934,435,3,0,1,284.35,0.0,284.35,188.77,95.58
32551,2024-03-21,1300,286,9,1,1,1152.11,10.0,1036.9,783.57,253.33
50434,2025-01-01,3276,107,15,0,1,2178.65,0.0,2178.65,1373.08,805.57
16409,2024-04-17,2198,240,9,0,2,200.62,0.0,401.24,251.64,149.6
54297,2024-09-20,2553,337,9,13,1,321.04,10.0,288.94,220.75,68.19
40361,2024-03-17,2180,392,8,0,1,144.21,0.0,144.21,112.91,31.3
6686,2025-12-16,2868,449,9,11,2,339.25,35.0,441.02,412.36,28.66
55468,2025-02-20,999,9,14,0,2,1259.45,0.0,2518.9,2145.98,372.92
4054,2024-11-25,1914,332,7,4,1,976.11,15.0,829.69,713.43,116.26
26344,2025-10-26,881,46,9,21,1,546.45,10.0,491.81,366.2,125.61
37054,2025-11-21,1526,429,4,10,1,1778.97,10.0,1601.07,1065.24,535.83
22903,2024-11-04,4460,6,15,0,1,3891.43,0.0,3891.43,3233.75,657.68
2759,2024-06-07,1242,153,11,0,1,1370.07,0.0,1370.07,933.08,436.99
34194,2025-04-21,4806,451,13,16,1,5605.69,15.0,4764.84,4139.27,625.57
31198,2024-03-25,2805,429,3,0,1,2006.48,0.0,2006.48,1065.24,941.24
15477,2025-10-25,1853,67,1,21,3,1414.14,10.0,3818.18,3232.53,585.65
39784,2024-01-03,447,261,13,18,1,546.9,35.0,355.48,383.36,-27.88
33276,2025-01-21,447,67,12,0,1,1432.64,0.0,1432.64,1077.51,355.13
49274,2024-05-10,4931,426,6,0,2,355.45,0.0,710.9,485.94,224.96
52943,2025-05-28,559,373,2,27,1,333.63,15.0,283.59,200.29,83.3
40989,2024-09-29,606,139,14,0,1,3159.69,0.0,3159.69,2001.03,1158.66
9315,2025-01-14,3780,147,8,0,1,261.09,0.0,261.09,169.94,91.15
25662,2025-07-02,4469,493,15,36,1,353.57,30.0,247.5,260.43,-12.93
19672,2025-10-31,2557,67,14,0,1,1527.37,0.0,1527.37,1077.51,449.86
45226,2025-12-16,4578,9,14,11,2,1309.91,35.0,1702.88,2145.98,-443.1
33411,2024-08-04,2736,67,12,0,3,1365.95,0.0,4097.85,3232.53,865.32
19682,2025-04-23,1916,101,6,16,1,700.92,15.0,595.78,397.09,198.69
11712,2025-10-22,447,426,8,0,1,324.78,0.0,324.78,242.97,81.81
6527,2025-12-25,3841,290,2,0,1,2712.58,0.0,2712.58,1722.36,990.22
48418,2024-10-20,4726,345,5,26,1,1791.38,25.0,1343.54,1437.2,-93.66
52177,2024-02-14,3021,342,10,0,1,4093.0,0.0,4093.0,2565.29,1527.71
40083,2025-12-21,2385,220,4,11,2,3979.36,35.0,5173.17,4746.18,426.99
17354,2024-05-01,4253,435,11,0,2,298.92,0.0,597.84,377.54,220.3
19772,2024-03-18,4111,46,11,1,1,612.61,10.0,551.35,366.2,185.15
5035,2025-09-29,2104,375,7,28,3,786.05,10.0,2122.33,1869.36,252.97
15103,2024-03-03,4556,161,7,0,1,184.74,0.0,184.74,126.23,58.51
53878,2025-08-31,1528,52,4,0,2,773.13,0.0,1546.26,1230.14,316.12
25246,2025-04-29,1114,342,6,0,1,3845.75,0.0,3845.75,2565.29,1280.46
27293,2025-11-29,447,161,5,39,1,191.61,25.0,143.71,126.23,17.48
33708,2025-08-01,3030,474,13,15,2,1983.61,40.0,2380.33,2653.02,-272.69
7221,2024-01-04,1847,313,1,18,1,3239.95,35.0,2105.97,2404.8,-298.83
37027,2024-01-18,4479,208,12,33,3,1876.0,10.0,5065.2,3397.14,1668.06
38929,2024-10-12,956,451,3,0,1,5079.02,0.0,5079.02,4139.27,939.75
47299,2025-11-22,4486,388,11,10,1,502.79,10.0,452.51,270.33,182.18
23272,2025-12-29,2516,208,1,0,1,1953.42,0.0,1953.42,1132.38,821.04
51742,2025-10-08,2308,180,6,38,2,4759.02,20.0,7614.43,7243.86,370.57
27733,2025-11-28,1438,208,14,10,2,1749.25,10.0,3148.65,2264.76,883.89
31880,2024-12-16,985,232,9,5,2,700.17,0.0,1400.34,938.3,462.04
26240,2024-12-17,3830,291,9,17,1,108.94,40.0,65.36,83.35,-17.99
9250,2024-05-17,169,9,7,0,1,1400.69,0.0,1400.69,1072.99,327.7
31607,2025-10-28,2829,9,4,0,1,1417.94,0.0,1417.94,1072.99,344.95
11374,2024-12-16,175,435,9,17,1,290.19,40.0,174.11,188.77,-14.66
43515,2024-12-28,4518,435,10,0,1,298.39,0.0,298.39,188.77,109.62
7003,2024-12-28,3837,79,8,0,1,325.44,0.0,325.44,236.1,89.34
34714,2025-09-10,4391,6,8,0,1,4014.44,0.0,4014.44,3233.75,780.69
18050,2025-04-07,3445,261,1,8,2,529.17,40.0,635.0,766.72,-131.72
4977,2024-10-23,1024,342,12,26,1,3550.58,25.0,2662.94,2565.29,97.65
56368,2025-10-20,3421,240,5,9,1,193.99,10.0,174.59,125.82,48.77
48836,2024-03-11,2537,6,5,0,1,3887.71,0.0,3887.71,3233.75,653.96
22036,2025-03-14,1280,461,2,0,1,5672.97,0.0,5672.97,4041.59,1631.38
43439,2024-12-21,2180,9,14,5,2,1348.71,0.0,2697.42,2145.98,551.44
9147,2025-06-16,3850,342,10,37,1,3568.69,15.0,3033.39,2565.29,468.1
8297,2025-03-15,2577,435,12,0,2,320.35,0.0,640.7,377.54,263.16
1183,2025-12-30,2274,147,13,0,2,252.4,0.0,504.8,339.88,164.92
32307,2025-12-28,2557,46,7,0,1,538.81,0.0,538.81,366.2,172.61
34404,2025-10-22,198,342,6,0,1,3968.65,0.0,3968.65,2565.29,1403.36
50471,2025-12-28,4469,158,15,0,3,1224.9,0.0,3674.7,2658.42,1016.28
36046,2025-10-20,484,37,15,9,2,1666.68,10.0,3000.02,2674.48,325.54
46971,2025-04-25,3990,3,13,0,1,5016.4,0.0,5016.4,3691.27,1325.13
16840,2024-12-19,176,354,14,17,1,3268.02,40.0,1960.81,2474.12,-513.31
14995,2025-03-14,4701,67,14,0,1,1327.8,0.0,1327.8,1077.51,250.29
57792,2024-07-05,4431,27,14,32,1,87.5,25.0,65.62,57.77,7.85
31224,2025-10-18,472,342,12,9,1,3831.73,10.0,3448.56,2565.29,883.27
33470,2024-11-26,2262,27,7,4,1,91.21,15.0,77.53,57.77,19.76
12916,2025-08-28,447,496,5,0,1,305.01,0.0,305.01,222.72,82.29
21343,2025-05-06,2180,488,13,0,1,901.23,0.0,901.23,678.62,222.61
16948,2024-09-18,447,435,11,13,1,295.09,10.0,265.58,188.77,76.81
54539,2024-10-28,4284,89,15,0,1,1551.48,0.0,1551.48,919.76,631.72
8376,2024-10-15,4613,67,1,3,1,1515.91,0.0,1515.91,1077.51,438.4
42740,2025-10-14,3515,26,11,9,2,1384.9,10.0,2492.82,1530.12,962.7
59205,2025-08-15,3445,342,6,0,2,3969.83,0.0,7939.66,5130.58,2809.08
9794,2025-10-31,2532,426,5,0,1,317.12,0.0,317.12,242.97,74.15
31604,2024-11-27,4503,435,6,4,1,300.2,15.0,255.17,188.77,66.4
29065,2025-07-21,3045,460,3,12,2,396.71,35.0,515.72,447.3,68.42
40324,2025-12-25,3830,111,13,0,1,178.53,0.0,178.53,101.78,76.75
40403,2024-04-15,1497,208,3,0,2,1801.02,0.0,3602.04,2264.76,1337.28
6651,2025-05-15,167,9,15,0,1,1257.23,0.0,1257.23,1072.99,184.24
40637,2025-12-03,1572,112,9,11,1,265.21,35.0,172.39,155.25,17.14
34883,2024-11-25,2791,422,4,4,1,5582.28,15.0,4744.94,4036.84,708.1
11201,2025-11-30,527,342,10,0,3,4016.91,0.0,12050.73,7695.87,4354.86
36144,2025-12-29,4227,208,9,0,1,1839.85,0.0,1839.85,1132.38,707.47
3716,2025-01-05,4231,453,13,0,1,3104.71,0.0,3104.71,1785.32,1319.39
7593,2025-11-27,4881,220,14,10,2,3879.02,10.0,6982.24,4746.18,2236.06
28882,2025-03-10,2868,313,8,0,3,3529.29,0.0,10587.87,7214.4,3373.47
28469,2024-11-27,4149,426,11,4,3,364.09,15.0,928.43,728.91,199.52
6917,2025-10-21,1446,208,3,9,2,1810.57,10.0,3259.03,2264.76,994.27
37018,2024-12-17,509,261,15,17,1,508.33,40.0,305.0,383.36,-78.36
49245,2025-05-02,451,46,12,0,2,562.55,0.0,1125.1,732.4,392.7
40,2024-07-07,47,349,7,32,1,929.01,25.0,696.76,565.9,130.86
15020,2025-10-23,3216,421,10,21,1,976.98,10.0,879.28,707.41,171.87
37028,2024-08-04,1609,257,3,0,1,204.59,0.0,204.59,139.82,64.77
47650,2024-03-27,2693,458,2,0,1,1311.97,0.0,1311.97,998.66,313.31
39612,2024-12-18,1644,342,9,17,1,4084.1,40.0,2450.46,2565.29,-114.83
46375,2024-01-05,1335,426,10,18,1,339.61,35.0,220.75,242.97,-22.22
25848,2025-08-25,4839,90,15,0,1,81.95,0.0,81.95,45.99,35.96
59138,2024-05-11,4101,208,3,0,1,1741.05,0.0,1741.05,1132.38,608.67
59679,2025-04-25,435,423,14,0,1,1529.63,0.0,1529.63,999.61,530.02
5677,2025-12-13,190,354,14,11,1,3665.06,35.0,2382.29,2474.12,-91.83
19488,2025-10-15,447,46,15,9,1,557.5,10.0,501.75,366.2,135.55
54633,2024-03-26,1088,452,13,0,1,2127.51,0.0,2127.51,1318.52,808.99
8871,2024-11-03,4448,9,10,0,1,1319.33,0.0,1319.33,1072.99,246.34
25954,2024-07-24,820,312,8,6,1,850.76,35.0,552.99,600.99,-48.0
2360,2025-10-24,4501,9,3,21,2,1465.8,10.0,2638.44,2145.98,492.46
15591,2025-12-08,3500,356,15,11,1,494.5,35.0,321.42,325.2,-3.78
11311,2024-10-24,447,393,6,26,1,484.51,25.0,363.38,281.18,82.2
8480,2024-04-28,678,152,7,0,1,127.01,0.0,127.01,78.62,48.39
36199,2024-12-22,1262,170,10,5,1,2992.2,30.0,2094.54,2117.37,-22.83
16727,2025-12-19,2037,435,7,11,1,296.15,35.0,192.5,188.77,3.73
53780,2025-03-17,85,126,13,7,1,5031.87,25.0,3773.9,4052.59,-278.69
41848,2024-10-19,1200,435,15,26,1,317.05,25.0,237.79,188.77,49.02
31996,2024-11-24,3683,208,7,4,1,1753.55,15.0,1490.52,1132.38,358.14
12860,2024-11-07,3983,449,15,0,3,354.3,0.0,1062.9,618.54,444.36
51252,2024-10-16,1434,373,9,3,2,313.09,20.0,500.94,400.58,100.36
57351,2024-11-19,4227,222,11,0,2,3790.21,0.0,7580.42,4266.16,3314.26
36102,2025-09-06,447,342,11,0,3,3743.77,0.0,11231.31,7695.87,3535.44
10122,2025-08-18,4993,342,7,0,1,4033.68,0.0,4033.68,2565.29,1468.39
613,2025-05-06,1916,208,12,0,1,1718.7,0.0,1718.7,1132.38,586.32
26307,2024-10-05,127,342,15,0,1,3836.43,0.0,3836.43,2565.29,1271.14
43764,2025-10-29,1020,282,1,0,3,522.17,0.0,1566.51,1040.82,525.69
43967,2024-05-21,190,253,6,0,1,129.43,0.0,129.43,91.34,38.09
14518,2024-04-22,3110,67,13,0,1,1478.13,0.0,1478.13,1077.51,400.62
9999,2025-11-08,351,342,9,0,1,3583.0,0.0,3583.0,2565.29,1017.71
39740,2025-04-28,2050,395,11,0,1,2037.84,0.0,2037.84,1202.72,835.12
16420,2025-04-07,1777,452,1,8,1,2141.31,40.0,1284.79,1318.52,-33.73
52857,2024-08-13,4723,342,1,0,1,3906.34,0.0,3906.34,2565.29,1341.05
56262,2024-08-18,1150,180,2,0,1,5004.04,0.0,5004.04,3621.93,1382.11
3336,2025-11-22,3770,46,14,10,3,578.61,10.0,1562.25,1098.6,463.65
44792,2024-10-27,275,342,11,0,1,4090.71,0.0,4090.71,2565.29,1525.42
12258,2024-01-15,917,385,10,0,1,325.46,0.0,325.46,227.24,98.22
43845,2025-10-20,4793,426,5,9,1,333.11,10.0,299.8,242.97,56.83
5170,2025-10-28,4105,436,7,0,1,2497.86,0.0,2497.86,1763.2,734.66
36760,2024-11-27,3395,427,9,4,1,328.26,15.0,279.02,193.21,85.81
44206,2025-01-22,2761,385,6,0,2,364.78,0.0,729.56,454.48,275.08
34096,2024-09-13,255,312,9,0,3,846.69,0.0,2540.07,1802.97,737.1
37036,2024-12-24,4100,426,7,5,1,318.96,30.0,223.27,242.97,-19.7
56033,2024-11-29,3576,342,15,4,1,3610.86,15.0,3069.23,2565.29,503.94
14360,2024-10-07,3234,9,8,0,1,1375.47,0.0,1375.47,1072.99,302.48
46869,2025-09-05,4960,162,7,0,1,166.45,0.0,166.45,110.9,55.55
53220,2025-03-03,2332,406,13,0,2,2660.06,0.0,5320.12,3126.1,2194.02
38957,2025-08-14,1829,346,1,0,1,4255.49,0.0,4255.49,2975.86,1279.63
58041,2025-03-22,1967,208,12,7,1,1881.02,25.0,1410.76,1132.38,278.38
16810,2025-12-01,2037,208,4,11,1,1951.81,35.0,1268.68,1132.38,136.3
6975,2025-12-23,2578,208,4,11,1,1836.65,35.0,1193.82,1132.38,61.44
16626,2025-02-24,3589,348,13,40,2,1289.17,20.0,2062.67,2093.92,-31.25
44443,2024-12-12,1916,9,3,17,2,1431.82,40.0,1718.18,2145.98,-427.8
51723,2025-06-13,638,37,12,0,1,1837.56,0.0,1837.56,1337.24,500.32
31642,2024-03-18,60,429,2,1,1,1830.04,10.0,1647.04,1065.24,581.8
21128,2025-11-08,4503,201,15,0,2,2253.81,0.0,4507.62,2828.9,1678.72
27981,2025-04-13,4525,253,11,0,1,148.76,0.0,148.76,91.34,57.42
50984,2025-12-19,447,72,4,11,1,6077.55,35.0,3950.41,4017.82,-67.41
57995,2025-10-13,2037,375,15,38,1,757.3,20.0,605.84,623.12,-17.28
19167,2024-11-27,1071,253,11,4,1,142.54,15.0,121.16,91.34,29.82
45127,2024-11-26,2354,426,4,4,1,347.68,15.0,295.53,242.97,52.56
13036,2025-12-08,2351,342,7,11,1,3587.15,35.0,2331.65,2565.29,-233.64
222,2025-03-30,2401,33,14,22,3,988.25,25.0,2223.56,1796.85,426.71
28510,2024-01-02,3120,208,9,18,1,1905.05,35.0,1238.28,1132.38,105.9
59272,2024-01-07,4189,46,9,18,1,555.75,35.0,361.24,366.2,-4.96
11918,2024-09-25,1743,9,15,0,3,1396.54,0.0,4189.62,3218.97,970.65
25675,2025-12-04,1531,208,9,11,1,1703.83,35.0,1107.49,1132.38,-24.89
16107,2024-09-26,4142,147,3,0,2,258.65,0.0,517.3,339.88,177.42
15076,2024-11-25,3490,435,9,4,1,294.41,15.0,250.25,188.77,61.48
50460,2025-12-24,3642,253,7,11,1,149.22,35.0,96.99,91.34,5.65
2681,2024-12-28,3137,27,9,0,1,96.1,0.0,96.1,57.77,38.33
12839,2025-02-21,4702,449,10,0,1,336.59,0.0,336.59,206.18,130.41
943,2025-12-13,3830,46,14,11,1,626.37,35.0,407.14,366.2,40.94
24965,2024-06-07,4578,329,7,0,1,75.34,0.0,75.34,60.26,15.08
44920,2025-11-13,2351,429,11,0,1,1796.38,0.0,1796.38,1065.24,731.14
48540,2024-12-21,3518,185,4,5,2,3680.13,30.0,5152.18,5176.8,-24.62
21780,2025-04-25,3515,342,7,0,1,3605.1,0.0,3605.1,2565.29,1039.81
34998,2024-12-04,2983,426,5,5,2,339.82,30.0,475.75,485.94,-10.19
9390,2024-11-23,4171,385,7,4,1,339.89,15.0,288.91,227.24,61.67
49504,2024-10-12,4486,452,6,0,1,2399.93,0.0,2399.93,1318.52,1081.41
24209,2024-09-21,4673,90,2,13,2,81.24,10.0,146.23,91.98,54.25
46747,2024-09-02,801,388,7,19,1,479.48,15.0,407.56,270.33,137.23
22382,2025-09-20,3405,458,15,20,1,1432.35,35.0,931.03,998.66,-67.63
6955,2025-04-28,506,46,13,0,2,583.73,0.0,1167.46,732.4,435.06
8240,2024-03-15,4525,127,15,0,1,334.79,0.0,334.79,246.33,88.46
37055,2025-11-21,1526,426,4,10,1,342.3,10.0,308.07,242.97,65.1
23415,2024-11-20,535,32,15,0,1,1256.6,0.0,1256.6,709.46,547.14
937,2025-12-07,604,285,6,11,1,467.45,35.0,303.84,272.8,31.04
58349,2024-12-14,4806,112,2,5,1,250.13,30.0,175.09,155.25,19.84
18719,2024-01-29,3000,460,14,0,2,374.34,0.0,748.68,447.3,301.38
28258,2025-12-21,2920,342,14,11,2,3879.91,35.0,5043.88,5130.58,-86.7
47385,2024-06-29,982,435,8,0,1,293.95,0.0,293.95,188.77,105.18
47456,2024-09-17,2307,435,3,13,1,316.78,10.0,285.1,188.77,96.33
22718,2025-05-05,3421,429,4,0,2,2037.21,0.0,4074.42,2130.48,1943.94
14175,2024-07-30,1194,208,1,0,2,1934.57,0.0,3869.14,2264.76,1604.38
33077,2024-11-29,4454,261,2,4,2,547.47,15.0,930.7,766.72,163.98
49427,2025-01-13,1230,261,1,0,1,525.74,0.0,525.74,383.36,142.38
23678,2025-05-19,3064,67,15,0,1,1348.79,0.0,1348.79,1077.51,271.28
51800,2025-05-11,2744,253,15,0,1,147.51,0.0,147.51,91.34,56.17
6014,2025-10-30,3472,84,12,0,1,595.44,0.0,595.44,317.74,277.7
37878,2025-03-29,2313,40,8,22,3,833.46,25.0,1875.28,1619.31,255.97
15294,2025-03-30,4496,120,12,22,1,1992.66,25.0,1494.5,1261.31,233.19
33566,2024-10-04,4371,69,14,0,1,191.75,0.0,191.75,123.36,68.39
55903,2025-12-13,1964,342,15,11,1,3927.29,35.0,2552.74,2565.29,-12.55
30441,2024-12-21,1285,261,3,5,1,507.61,30.0,355.33,383.36,-28.03
12145,2025-03-04,1743,435,13,0,1,307.89,0.0,307.89,188.77,119.12
46108,2025-12-14,1290,136,15,11,2,208.24,35.0,270.71,278.96,-8.25
2991,2024-01-26,1221,208,1,35,1,1908.34,10.0,1717.51,1132.38,585.13
48481,2025-10-27,2213,46,4,0,1,550.36,0.0,550.36,366.2,184.16
40589,2025-11-29,4964,373,15,39,1,319.59,25.0,239.69,200.29,39.4
43890,2025-11-05,3750,166,4,0,2,1146.49,0.0,2292.98,1341.24,951.74
39489,2025-09-21,4126,422,1,20,1,5638.32,35.0,3664.91,4036.84,-371.93
20555,2025-04-14,4004,342,7,0,1,3970.66,0.0,3970.66,2565.29,1405.37
25066,2024-10-22,1794,87,10,26,1,1693.04,25.0,1269.78,1284.79,-15.01
49606,2024-12-27,3815,460,10,0,2,410.12,0.0,820.24,447.3,372.94
6066,2024-08-04,1512,342,8,0,1,3765.81,0.0,3765.81,2565.29,1200.52
16378,2025-12-11,1710,9,8,11,1,1411.06,35.0,917.19,1072.99,-155.8
13960,2024-09-06,990,337,8,0,1,349.31,0.0,349.31,220.75,128.56
31426,2025-07-15,447,337,2,29,1,344.59,25.0,258.44,220.75,37.69
45013,2024-10-13,153,9,11,0,1,1396.36,0.0,1396.36,1072.99,323.37
21803,2024-08-22,3748,9,9,0,1,1462.52,0.0,1462.52,1072.99,389.53
8469,2025-12-08,1936,90,14,11,3,76.9,35.0,149.96,137.97,11.99
32516,2025-03-06,2639,375,10,0,1,784.09,0.0,784.09,623.12,160.97
54900,2025-10-30,3472,491,6,0,1,1292.83,0.0,1292.83,690.44,602.39
13872,2024-12-19,4752,208,6,5,1,1831.81,30.0,1282.27,1132.38,149.89
2689,2024-10-23,2876,6,13,26,1,157547.39054028734,25.0,118160.54,3233.75,114926.79
27534,2025-10-16,2524,429,8,9,1,1972.49,10.0,1775.24,1065.24,710.0
56889,2024-12-10,679,458,10,5,1,1334.52,30.0,934.16,998.66,-64.5
26434,2025-10-16,4503,449,10,9,1,346.51,10.0,311.86,206.18,105.68
43029,2025-10-06,2324,342,6,0,1,3501.59,0.0,3501.59,2565.29,936.3
25925,2024-10-15,4605,342,1,3,1,3521.72,20.0,2817.38,2565.29,252.09
1247,2024-01-08,2531,46,9,18,1,593.5,35.0,385.78,366.2,19.58
30323,2024-12-15,4709,125,8,17,1,269.47,40.0,161.68,179.91,-18.23
55764,2024-11-24,3596,27,13,4,2,88.57,0.0,177.14,115.54,61.6
29371,2025-05-24,2557,9,1,25,1,1424.99,40.0,854.99,1072.99,-218.0
14615,2025-03-23,430,322,4,7,1,43.92,0.0,43.92,25.91,18.01
11766,2024-12-20,1259,72,13,5,1,5763.87,30.0,4034.71,4017.82,16.89
39154,2025-02-27,4965,97,1,40,1,1261.83,20.0,1009.46,947.89,61.57
6725,2024-02-06,1946,277,14,0,1,3672.11,0.0,3672.11,2407.28,1264.83
26953,2025-06-08,2071,13,12,0,2,6225.5,0.0,12451.0,7807.68,4643.32
6913,2025-10-21,4031,191,3,9,1,133.76,10.0,120.38,85.61,34.77
41846,2025-11-26,4473,313,13,10,1,3057.54,10.0,2751.79,2404.8,346.99
45145,2025-01-01,1022,6,7,0,1,3826.85,0.0,3826.85,3233.75,593.1
56300,2025-09-13,1610,9,15,0,1,1314.01,0.0,1314.01,1072.99,241.02
48625,2024-12-14,4614,449,8,17,1,351.24,40.0,210.74,206.18,4.56
31893,2024-06-19,3102,253,6,0,1,140.35,0.0,140.35,91.34,49.01
777,2025-03-22,135,277,13,7,1,4150.17,25.0,3112.63,2407.28,705.35
15727,2024-12-20,2408,342,11,5,1,3834.7,30.0,2684.29,2565.29,119.0
46004,2024-12-29,2481,375,1,0,1,770.13,0.0,770.13,623.12,147.01
9909,2025-03-12,4742,6,7,0,1,4223.5,0.0,4223.5,3233.75,989.75
52540,2024-10-25,3937,100,11,26,1,2690.05,25.0,2017.54,2134.18,-116.64
7271,2025-12-02,580,342,4,11,2,3627.08,35.0,4715.2,5130.58,-415.38
39353,2024-11-28,496,435,5,4,1,318.7,15.0,270.9,188.77,82.13
44172,2025-07-06,1896,46,13,0,2,548.6,0.0,1097.2,732.4,364.8
8859,2024-12-29,996,115,6,0,1,5603.73,0.0,5603.73,4318.36,1285.37
38296,2024-03-12,801,491,10,0,2,1211.1,0.0,2422.2,1380.88,1041.32
50573,2025-12-29,4111,388,1,0,2,452.72,0.0,905.44,540.66,364.78
20849,2024-08-15,1914,9,1,0,1,1312.3,0.0,1312.3,1072.99,239.31
49599,2025-11-28,4219,337,10,39,1,332.57,25.0,249.43,220.75,28.68
4514,2025-08-03,4503,426,9,15,1,350.38,40.0,210.23,242.97,-32.74
51319,2025-12-29,2180,435,14,0,1,317.67,0.0,317.67,188.77,128.9
59337,2024-11-23,2037,194,5,4,3,428.5,15.0,1092.68,829.53,263.15
25138,2025-03-15,4450,302,4,0,1,2260.46,0.0,2260.46,1367.52,892.94
30622,2024-01-04,690,180,14,18,1,4720.34,35.0,3068.22,3621.93,-553.71
19067,2024-12-28,190,275,11,0,1,3523.58,0.0,3523.58,2203.34,1320.24
57782,2024-05-28,2320,426,14,0,1,314.24,0.0,314.24,242.97,71.27
25697,2025-12-23,1671,453,7,11,1,3064.27,35.0,1991.78,1785.32,206.46
52278,2025-12-13,3472,417,3,11,1,754.64,35.0,490.52,522.75,-32.23
52957,2024-09-03,3752,282,9,19,1,484.65,15.0,411.95,346.94,65.01
