id_cliente,recencia,frecuencia,monto,ticket_promedio,categoria_preferida,segmento,nombre_segmento
1066,1.0,3,2464.71,821.57,Perifericos,3,Nuevos / Prometedores
1067,45.0,26,41392.15,1592.01,Celulares,2,Campeones
1068,291.0,5,4412.93,882.59,Celulares,0,Dormidos / Perdidos
1069,4.0,8,24799.9,3099.99,Laptops,1,En riesgo (alto valor)
1070,155.0,2,2039.34,1019.67,Computadoras,3,Nuevos / Prometedores
1071,7.0,35,53343.81,1524.11,Celulares,2,Campeones
1072,,0,0.0,0.0,,-1,Sin Actividad
1073,252.0,5,9664.41,1932.88,Celulares,3,Nuevos / Prometedores
1074,,0,0.0,0.0,,-1,Sin Actividad
1075,622.0,4,4640.7699999999995,1160.19,Componentes,0,Dormidos / Perdidos
1076,,0,0.0,0.0,,-1,Sin Actividad
1077,294.0,2,5983.6,2991.8,Computadoras,0,Dormidos / Perdidos
1078,245.0,4,5908.280000000001,1477.07,Computadoras,3,Nuevos / Prometedores
1079,,0,0.0,0.0,,-1,Sin Actividad
1080,294.0,7,21349.75,3049.96,Sin Categoria,1,En riesgo (alto valor)
1081,289.0,5,6858.7300000000005,1371.75,Celulares,0,Dormidos / Perdidos
1082,51.0,2,4253.43,2126.72,Celulares,3,Nuevos / Prometedores
1083,8.0,52,80799.69,1553.84,Celulares,2,Campeones
1084,4.0,53,125280.37,2363.78,Celulares,2,Campeones
1085,4.0,19,37473.99,1972.32,Celulares,1,En riesgo (alto valor)
1086,284.0,7,18341.09,2620.16,Celulares,1,En riesgo (alto valor)
1087,,0,0.0,0.0,,-1,Sin Actividad
1088,256.0,131,313413.11,2392.47,Celulares,2,Campeones
1089,,0,0.0,0.0,,-1,Sin Actividad
1090,384.0,2,2034.45,1017.22,Computadoras,0,Dormidos / Perdidos
1091,293.0,8,5370.41,671.3,Tablets,0,Dormidos / Perdidos
1092,,0,0.0,0.0,,-1,Sin Actividad
1093,286.0,3,10128.619999999999,3376.21,Computadoras,0,Dormidos / Perdidos
1094,13.0,1,1147.77,1147.77,Celulares,3,Nuevos / Prometedores
1095,6.0,3,12622.63,4207.54,Celulares,3,Nuevos / Prometedores
1096,28.0,7,6438.64,919.81,Celulares,3,Nuevos / Prometedores
1097,423.0,7,11974.51,1710.64,Celulares,0,Dormidos / Perdidos
1098,,0,0.0,0.0,,-1,Sin Actividad
1099,,0,0.0,0.0,,-1,Sin Actividad
1100,31.0,7,22862.12,3266.02,Celulares,1,En riesgo (alto valor)
1101,729.0,3,6426.45,2142.15,Laptops,0,Dormidos / Perdidos
1102,10.0,31,52182.64,1683.31,Celulares,2,Campeones
1103,391.0,3,5838.26,1946.09,Celulares,0,Dormidos / Perdidos
1104,25.0,14,42169.09,3012.08,Celulares,1,En riesgo (alto valor)
1105,,0,0.0,0.0,,-1,Sin Actividad
1106,,0,0.0,0.0,,-1,Sin Actividad
1107,77.0,3,15453.44,5151.15,Celulares,3,Nuevos / Prometedores
1108,5.0,9,24368.27,2707.59,Celulares,1,En riesgo (alto valor)
1109,597.0,1,2668.39,2668.39,Componentes,0,Dormidos / Perdidos
1110,330.0,3,2603.79,867.93,Sin Categoria,0,Dormidos / Perdidos
1111,115.0,4,7748.43,1937.11,Sin Categoria,3,Nuevos / Prometedores
1112,,0,0.0,0.0,,-1,Sin Actividad
1113,17.0,4,11051.789999999999,2762.95,Celulares,3,Nuevos / Prometedores
1114,2.0,46,136372.68,2964.62,Gaming,2,Campeones
1115,40.0,2,7844.09,3922.04,Tablets,3,Nuevos / Prometedores
1116,14.0,11,23667.07,2151.55,Celulares,1,En riesgo (alto valor)
1117,256.0,3,5614.360000000001,1871.45,Celulares,3,Nuevos / Prometedores
1118,172.0,3,3725.87,1241.96,Celulares,3,Nuevos / Prometedores
1119,21.0,29,191164.43,6591.88,Sin Categoria,2,Campeones
1120,2.0,44,323535.05,7353.07,Tablets,2,Campeones
1121,167.0,6,6096.8099999999995,1016.13,Celulares,3,Nuevos / Prometedores
1122,36.0,14,17245.43,1231.82,Sin Categoria,1,En riesgo (alto valor)
1123,18.0,6,12698.79,2116.46,Celulares,1,En riesgo (alto valor)
1124,662.0,4,2938.83,734.71,Hogar Inteligente,0,Dormidos / Perdidos
1125,,0,0.0,0.0,,-1,Sin Actividad
1126,9.0,54,1403306.71,25987.16,Celulares,2,Campeones
1127,41.0,15,37417.32,2494.49,Celulares,1,En riesgo (alto valor)
1128,,0,0.0,0.0,,-1,Sin Actividad
1129,36.0,2,6953.9,3476.95,Celulares,3,Nuevos / Prometedores
1130,4.0,30,73017.28,2433.91,Celulares,2,Campeones
1131,,0,0.0,0.0,,-1,Sin Actividad
1132,25.0,6,10889.67,1814.94,Sin Categoria,1,En riesgo (alto valor)
1133,223.0,3,7501.93,2500.64,Celulares,3,Nuevos / Prometedores
1134,376.0,2,2601.46,1300.73,Celulares,0,Dormidos / Perdidos
1135,,0,0.0,0.0,,-1,Sin Actividad
1136,518.0,1,767.68,767.68,Almacenamiento,0,Dormidos / Perdidos
1137,,0,0.0,0.0,,-1,Sin Actividad
1138,370.0,3,2738.94,912.98,Celulares,0,Dormidos / Perdidos
1139,297.0,1,448.95,448.95,Accesorios,0,Dormidos / Perdidos
1140,282.0,3,2541.46,847.15,Celulares,0,Dormidos / Perdidos
1141,12.0,8,13011.66,1626.46,Sin Categoria,1,En riesgo (alto valor)
1142,299.0,2,7064.89,3532.44,Celulares,0,Dormidos / Perdidos
1143,48.0,5,5060.3099999999995,1012.06,Celulares,3,Nuevos / Prometedores
1144,367.0,1,627.72,627.72,Impresion,0,Dormidos / Perdidos
1145,413.0,1,532.42,532.42,Accesorios,0,Dormidos / Perdidos
1146,11.0,57,150241.02,2635.81,Celulares,2,Campeones
1147,489.0,12,22424.44,1868.7,Celulares,0,Dormidos / Perdidos
1148,279.0,5,9446.73,1889.35,Celulares,3,Nuevos / Prometedores
1149,15.0,12,19547.61,1628.97,Celulares,1,En riesgo (alto valor)
1150,467.0,5,16311.53,3262.31,Celulares,0,Dormidos / Perdidos
1151,389.0,2,1222.96,611.48,Monitores,0,Dormidos / Perdidos
1152,37.0,3,3497.39,1165.8,Computadoras,3,Nuevos / Prometedores
1153,41.0,6,22125.62,3687.6,Celulares,1,En riesgo (alto valor)
1154,,0,0.0,0.0,,-1,Sin Actividad
1155,365.0,8,17115.12,2139.39,Computadoras,1,En riesgo (alto valor)
1156,,0,0.0,0.0,,-1,Sin Actividad
1157,,0,0.0,0.0,,-1,Sin Actividad
1158,1.0,452,893286.0,1976.3,Celulares,2,Campeones
1159,119.0,4,6409.7699999999995,1602.44,Celulares,3,Nuevos / Prometedores
1160,2.0,16,23505.44,1469.09,Celulares,1,En riesgo (alto valor)
1161,194.0,8,18233.42,2279.18,Celulares,1,En riesgo (alto valor)
1162,6.0,57,118259.13,2074.72,Celulares,2,Campeones
1163,,0,0.0,0.0,,-1,Sin Actividad
1164,63.0,10,17791.649999999998,1779.16,Sin Categoria,1,En riesgo (alto valor)
1165,251.0,9,15535.73,1726.19,Tablets,1,En riesgo (alto valor)
1166,83.0,7,4714.780000000001,673.54,Perifericos,3,Nuevos / Prometedores
1167,275.0,7,7896.09,1128.01,Gaming,1,En riesgo (alto valor)
1168,,0,0.0,0.0,,-1,Sin Actividad
1169,666.0,1,274.8,274.8,Accesorios,0,Dormidos / Perdidos
1170,258.0,4,9846.51,2461.63,Celulares,3,Nuevos / Prometedores
1171,23.0,5,12464.29,2492.86,Celulares,1,En riesgo (alto valor)
1172,,0,0.0,0.0,,-1,Sin Actividad
1173,,0,0.0,0.0,,-1,Sin Actividad
1174,,0,0.0,0.0,,-1,Sin Actividad
1175,103.0,9,21524.24,2391.58,Celulares,1,En riesgo (alto valor)
1176,307.0,5,5934.370000000001,1186.87,Celulares,0,Dormidos / Perdidos
1177,,0,0.0,0.0,,-1,Sin Actividad
1178,,0,0.0,0.0,,-1,Sin Actividad
1179,272.0,2,1043.76,521.88,Redes,0,Dormidos / Perdidos
1180,661.0,1,1886.58,1886.58,Impresion,0,Dormidos / Perdidos
1181,13.0,20,62358.18,3117.91,Celulares,2,Campeones
1182,514.0,3,2594.5,864.83,Sin Categoria,0,Dormidos / Perdidos
1183,306.0,18,36304.05,2016.89,Celulares,1,En riesgo (alto valor)
1184,277.0,6,11519.25,1919.88,Sin Categoria,1,En riesgo (alto valor)
1185,,0,0.0,0.0,,-1,Sin Actividad
1186,280.0,4,6953.71,1738.43,Impresion,3,Nuevos / Prometedores
1187,,0,0.0,0.0,,-1,Sin Actividad
1188,274.0,1,1788.87,1788.87,Laptops,0,Dormidos / Perdidos
1189,376.0,2,656.4,328.2,Sin Categoria,0,Dormidos / Perdidos
1190,412.0,4,8468.1,2117.02,Celulares,0,Dormidos / Perdidos
1191,403.0,2,4562.43,2281.22,Celulares,0,Dormidos / Perdidos
1192,201.0,3,1313.71,437.9,Perifericos,3,Nuevos / Prometedores
1193,38.0,6,6561.49,1093.58,Celulares,3,Nuevos / Prometedores
1194,281.0,116,704813.72,6075.98,Computadoras,2,Campeones
1195,,0,0.0,0.0,,-1,Sin Actividad
1196,305.0,1,607.84,607.84,Perifericos,0,Dormidos / Perdidos
1197,723.0,2,1528.6499999999999,764.32,Celulares,0,Dormidos / Perdidos
1198,3.0,29,54783.22,1889.08,Laptops,2,Campeones
1199,612.0,1,11618.78,11618.78,Computadoras,0,Dormidos / Perdidos
1200,23.0,17,34054.4,2003.2,Celulares,1,En riesgo (alto valor)
1201,295.0,1,361.63,361.63,Accesorios,0,Dormidos / Perdidos
1202,24.0,14,34284.16,2448.87,Celulares,1,En riesgo (alto valor)
1203,686.0,2,1689.72,844.86,Perifericos,0,Dormidos / Perdidos
1204,,0,0.0,0.0,,-1,Sin Actividad
1205,483.0,1,1697.19,1697.19,Celulares,0,Dormidos / Perdidos
1206,,0,0.0,0.0,,-1,Sin Actividad
1207,259.0,7,58756.729999999996,8393.82,Celulares,1,En riesgo (alto valor)
1208,310.0,5,12105.050000000001,2421.01,Sin Categoria,0,Dormidos / Perdidos
1209,10.0,2,2863.3599999999997,1431.68,Celulares,3,Nuevos / Prometedores
1210,1.0,102,888559.81,8711.37,Computadoras,2,Campeones
1211,11.0,5,6412.360000000001,1282.47,Celulares,3,Nuevos / Prometedores
1212,2.0,91,177015.33,1945.22,Celulares,2,Campeones
1213,713.0,2,2057.09,1028.54,Perifericos,0,Dormidos / Perdidos
1214,86.0,34,81045.48,2383.69,Celulares,2,Campeones
1215,,0,0.0,0.0,,-1,Sin Actividad
1216,150.0,4,2878.05,719.51,Sin Categoria,3,Nuevos / Prometedores
1217,5.0,5,20572.89,4114.58,Celulares,1,En riesgo (alto valor)
1218,,0,0.0,0.0,,-1,Sin Actividad
1219,394.0,7,19067.48,2723.93,Celulares,0,Dormidos / Perdidos
1220,152.0,1,5066.23,5066.23,Monitores,3,Nuevos / Prometedores
1221,3.0,426,2389704.95,5609.64,Computadoras,2,Campeones
1222,262.0,55,104785.4,1905.19,Celulares,2,Campeones
1223,6.0,57,379636.58,6660.29,Celulares,2,Campeones
1224,19.0,82,173111.65,2111.12,Celulares,2,Campeones
1225,5.0,12,21631.32,1802.61,Celulares,1,En riesgo (alto valor)
1226,1.0,147,318627.27,2167.53,Celulares,2,Campeones
1227,242.0,13,16143.1,1241.78,Celulares,1,En riesgo (alto valor)
1228,,0,0.0,0.0,,-1,Sin Actividad
1229,12.0,18,22875.32,1270.85,Celulares,1,En riesgo (alto valor)
1230,4.0,21,30532.739999999998,1453.94,Tablets,1,En riesgo (alto valor)
1231,1.0,8,28848.86,3606.11,Laptops,1,En riesgo (alto valor)
1232,408.0,2,1746.1,873.05,Perifericos,0,Dormidos / Perdidos
1233,,0,0.0,0.0,,-1,Sin Actividad
1234,21.0,12,14199.96,1183.33,Celulares,1,En riesgo (alto valor)
1235,20.0,43,106059.21,2466.49,Celulares,2,Campeones
1236,264.0,2,4503.97,2251.98,Gaming,3,Nuevos / Prometedores
1237,70.0,2,5424.69,2712.34,Celulares,3,Nuevos / Prometedores
1238,5.0,1,1285.37,1285.37,Tablets,3,Nuevos / Prometedores
1239,371.0,7,10563.97,1509.14,Celulares,0,Dormidos / Perdidos
1240,,0,0.0,0.0,,-1,Sin Actividad
1241,38.0,12,24985.48,2082.12,Celulares,1,En riesgo (alto valor)
1242,297.0,37,87224.57,2357.42,Celulares,2,Campeones
1243,12.0,16,36168.71,2260.54,Celulares,1,En riesgo (alto valor)
1244,36.0,4,2486.83,621.71,Almacenamiento,3,Nuevos / Prometedores
1245,18.0,45,104810.61,2329.12,Celulares,2,Campeones
1246,35.0,4,9949.97,2487.49,Celulares,3,Nuevos / Prometedores
1247,,0,0.0,0.0,,-1,Sin Actividad
1248,249.0,8,10828.09,1353.51,Sin Categoria,1,En riesgo (alto valor)
1249,17.0,6,7786.7,1297.78,Celulares,3,Nuevos / Prometedores
1250,33.0,5,15962.609999999999,3192.52,Computadoras,1,En riesgo (alto valor)
1251,3.0,40,75124.08,1878.1,Celulares,2,Campeones
1252,,0,0.0,0.0,,-1,Sin Actividad
1253,483.0,1,258.28,258.28,Accesorios,0,Dormidos / Perdidos
1254,1.0,2,3143.44,1571.72,Sin Categoria,3,Nuevos / Prometedores
1255,250.0,7,20269.68,2895.67,Tablets,1,En riesgo (alto valor)
1256,8.0,21,42904.520000000004,2043.07,Celulares,1,En riesgo (alto valor)
1257,123.0,5,14448.14,2889.63,Laptops,1,En riesgo (alto valor)
1258,,0,0.0,0.0,,-1,Sin Actividad
1259,9.0,56,127385.2,2274.74,Celulares,2,Campeones
1260,23.0,27,50203.92,1859.4,Celulares,2,Campeones
1261,695.0,1,1897.92,1897.92,Sin Categoria,0,Dormidos / Perdidos
1262,20.0,29,43506.33,1500.22,Celulares,2,Campeones
1263,98.0,3,8809.0,2936.33,Laptops,3,Nuevos / Prometedores
1264,435.0,2,4084.49,2042.24,Computadoras,0,Dormidos / Perdidos
1265,20.0,4,3876.07,969.02,Hogar Inteligente,3,Nuevos / Prometedores
1266,,0,0.0,0.0,,-1,Sin Actividad
1267,,0,0.0,0.0,,-1,Sin Actividad
1268,120.0,7,10806.94,1543.85,Celulares,1,En riesgo (alto valor)
1269,522.0,5,9358.58,1871.72,Perifericos,0,Dormidos / Perdidos
1270,534.0,1,264.17,264.17,Accesorios,0,Dormidos / Perdidos
1271,375.0,4,12554.2,3138.55,Computadoras,0,Dormidos / Perdidos
1272,369.0,2,1803.16,901.58,Gaming,0,Dormidos / Perdidos
1273,3.0,6,8782.65,1463.78,Sin Categoria,1,En riesgo (alto valor)
1274,177.0,3,6461.759999999999,2153.92,Laptops,3,Nuevos / Prometedores
1275,711.0,2,2180.16,1090.08,Tablets,0,Dormidos / Perdidos
1276,286.0,43,82868.36,1927.17,Celulares,2,Campeones
1277,473.0,3,17374.059999999998,5791.35,Celulares,0,Dormidos / Perdidos
1278,24.0,7,15672.2,2238.89,Celulares,1,En riesgo (alto valor)
1279,432.0,4,5187.82,1296.96,Celulares,0,Dormidos / Perdidos
1280,59.0,31,356175.67,11489.54,Sin Categoria,2,Campeones
1281,14.0,17,45833.64,2696.1,Celulares,1,En riesgo (alto valor)
1282,38.0,4,7547.02,1886.76,Sin Categoria,3,Nuevos / Prometedores
1283,5.0,12,11463.54,955.3,Componentes,1,En riesgo (alto valor)
1284,,0,0.0,0.0,,-1,Sin Actividad
1285,6.0,49,76877.76,1568.93,Celulares,2,Campeones
1286,515.0,4,7484.379999999999,1871.09,Celulares,0,Dormidos / Perdidos
1287,29.0,14,26099.93,1864.28,Celulares,1,En riesgo (alto valor)
1288,9.0,6,5975.49,995.92,Celulares,3,Nuevos / Prometedores
1289,11.0,11,16904.44,1536.77,Celulares,1,En riesgo (alto valor)
1290,4.0,128,283053.18,2211.35,Celulares,2,Campeones
1291,370.0,17,34106.05,2006.24,Celulares,1,En riesgo (alto valor)
1292,,0,0.0,0.0,,-1,Sin Actividad
1293,5.0,5,8131.45,1626.29,Celulares,3,Nuevos / Prometedores
1294,411.0,3,3736.7200000000003,1245.57,Sin Categoria,0,Dormidos / Perdidos
1295,46.0,12,37147.18,3095.6,Computadoras,1,En riesgo (alto valor)
1296,,0,0.0,0.0,,-1,Sin Actividad
1297,216.0,1,1658.09,1658.09,Sin Categoria,3,Nuevos / Prometedores
1298,76.0,9,19662.82,2184.76,Computadoras,1,En riesgo (alto valor)
1299,,0,0.0,0.0,,-1,Sin Actividad
1300,579.0,5,3362.06,672.41,Gaming,0,Dormidos / Perdidos
1301,454.0,2,1835.23,917.62,Impresion,0,Dormidos / Perdidos
1302,53.0,5,8100.54,1620.11,Celulares,3,Nuevos / Prometedores
1303,346.0,4,2533.52,633.38,Sin Categoria,0,Dormidos / Perdidos
1304,,0,0.0,0.0,,-1,Sin Actividad
1305,3.0,2,2176.35,1088.18,Celulares,3,Nuevos / Prometedores
1306,530.0,2,1746.62,873.31,Perifericos,0,Dormidos / Perdidos
1307,598.0,2,11050.25,5525.12,Celulares,0,Dormidos / Perdidos
1308,281.0,2,5332.55,2666.28,Celulares,0,Dormidos / Perdidos
1309,405.0,2,4275.9400000000005,2137.97,Celulares,0,Dormidos / Perdidos
1310,,0,0.0,0.0,,-1,Sin Actividad
1311,3.0,18,32425.13,1801.4,Celulares,1,En riesgo (alto valor)
1312,290.0,54,123226.12,2281.97,Celulares,2,Campeones
1313,,0,0.0,0.0,,-1,Sin Actividad
1314,66.0,4,4083.34,1020.84,Computadoras,3,Nuevos / Prometedores
1315,,0,0.0,0.0,,-1,Sin Actividad
1316,61.0,8,26586.940000000002,3323.37,Computadoras,1,En riesgo (alto valor)
1317,,0,0.0,0.0,,-1,Sin Actividad
1318,437.0,5,18507.57,3701.51,Laptops,0,Dormidos / Perdidos
1319,561.0,1,1694.35,1694.35,Sin Categoria,0,Dormidos / Perdidos
1320,17.0,30,1864036.18,62134.54,Celulares,2,Campeones
1321,35.0,8,24115.57,3014.45,Celulares,1,En riesgo (alto valor)
1322,343.0,5,19507.77,3901.55,Celulares,0,Dormidos / Perdidos
1323,58.0,10,20834.31,2083.43,Celulares,1,En riesgo (alto valor)
1324,,0,0.0,0.0,,-1,Sin Actividad
1325,464.0,1,1594.89,1594.89,Perifericos,0,Dormidos / Perdidos
1326,8.0,6,11377.800000000001,1896.3,Tablets,1,En riesgo (alto valor)
1327,677.0,2,3351.95,1675.98,Sin Categoria,0,Dormidos / Perdidos
1328,,0,0.0,0.0,,-1,Sin Actividad
1329,45.0,4,18430.67,4607.67,Celulares,1,En riesgo (alto valor)
1330,29.0,3,3587.29,1195.76,Computadoras,3,Nuevos / Prometedores
1331,,0,0.0,0.0,,-1,Sin Actividad
1332,1.0,104,392601.03,3775.01,Celulares,2,Campeones
1333,691.0,1,1662.98,1662.98,Audio,0,Dormidos / Perdidos
1334,,0,0.0,0.0,,-1,Sin Actividad
1335,260.0,43,85775.52,1994.78,Celulares,2,Campeones
1336,62.0,12,19058.15,1588.18,Celulares,1,En riesgo (alto valor)
1337,206.0,1,738.82,738.82,Perifericos,3,Nuevos / Prometedores
1338,397.0,2,1470.75,735.38,Audio,0,Dormidos / Perdidos
1339,248.0,3,2494.65,831.55,Celulares,3,Nuevos / Prometedores
1340,,0,0.0,0.0,,-1,Sin Actividad
1341,225.0,7,11183.76,1597.68,Componentes,1,En riesgo (alto valor)
1342,7.0,66,145776.5,2208.73,Celulares,2,Campeones
1343,393.0,4,13348.69,3337.17,Computadoras,0,Dormidos / Perdidos
1344,,0,0.0,0.0,,-1,Sin Actividad
1345,36.0,2,4904.17,2452.08,Celulares,3,Nuevos / Prometedores
1346,346.0,2,979.74,489.87,Monitores,0,Dormidos / Perdidos
1347,78.0,1,311.95,311.95,Accesorios,3,Nuevos / Prometedores
1348,403.0,3,4903.77,1634.59,Celulares,0,Dormidos / Perdidos
1349,37.0,10,52989.87,5298.99,Accesorios,1,En riesgo (alto valor)
1350,463.0,2,2629.73,1314.86,Tablets,0,Dormidos / Perdidos
1351,2.0,139,363083.63,2612.11,Accesorios,2,Campeones
1352,27.0,11,18410.37,1673.67,Celulares,1,En riesgo (alto valor)
1353,,0,0.0,0.0,,-1,Sin Actividad
1354,16.0,17,45028.74,2648.75,Celulares,1,En riesgo (alto valor)
1355,619.0,2,3920.62,1960.31,Monitores,0,Dormidos / Perdidos
1356,231.0,10,38003.630000000005,3800.36,Celulares,1,En riesgo (alto valor)
1357,,0,0.0,0.0,,-1,Sin Actividad
1358,105.0,5,5610.15,1122.03,Celulares,3,Nuevos / Prometedores
1359,14.0,26,58389.03,2245.73,Celulares,2,Campeones
1360,13.0,3,4811.05,1603.68,Computadoras,3,Nuevos / Prometedores
1361,38.0,23,51968.99,2259.52,Celulares,2,Campeones
1362,629.0,2,2211.25,1105.62,Sin Categoria,0,Dormidos / Perdidos
1363,93.0,2,564.65,282.32,Perifericos,3,Nuevos / Prometedores
1364,342.0,2,11478.84,5739.42,Celulares,0,Dormidos / Perdidos
1365,2.0,39,231087.49,5925.32,Celulares,2,Campeones
1366,141.0,3,9268.67,3089.56,Laptops,3,Nuevos / Prometedores
1367,374.0,8,14001.07,1750.13,Celulares,0,Dormidos / Perdidos
1368,366.0,8,10362.95,1295.37,Laptops,0,Dormidos / Perdidos
1369,1.0,44,97681.15,2220.03,Celulares,2,Campeones
1370,41.0,7,16000.25,2285.75,Sin Categoria,1,En riesgo (alto valor)
1371,389.0,2,19298.33,9649.17,Celulares,0,Dormidos / Perdidos
1372,260.0,19,53587.57,2820.4,Celulares,1,En riesgo (alto valor)
1373,15.0,21,58329.31,2777.59,Laptops,2,Campeones
1374,11.0,11,13527.44,1229.77,Celulares,1,En riesgo (alto valor)
1375,,0,0.0,0.0,,-1,Sin Actividad
1376,401.0,2,5812.950000000001,2906.48,Celulares,0,Dormidos / Perdidos
1377,445.0,5,23180.1,4636.02,Laptops,0,Dormidos / Perdidos
1378,,0,0.0,0.0,,-1,Sin Actividad
1379,,0,0.0,0.0,,-1,Sin Actividad
1380,702.0,1,3824.08,3824.08,Celulares,0,Dormidos / Perdidos
1381,5.0,9,16527.71,1836.41,Computadoras,1,En riesgo (alto valor)
1382,646.0,1,1548.55,1548.55,Audio,0,Dormidos / Perdidos
1383,,0,0.0,0.0,,-1,Sin Actividad
1384,499.0,4,18503.54,4625.88,Computadoras,0,Dormidos / Perdidos
1385,22.0,18,40319.54,2239.97,Celulares,1,En riesgo (alto valor)
1386,280.0,2,2399.71,1199.86,Sin Categoria,0,Dormidos / Perdidos
1387,,0,0.0,0.0,,-1,Sin Actividad
1388,,0,0.0,0.0,,-1,Sin Actividad
1389,28.0,7,14877.06,2125.29,Laptops,1,En riesgo (alto valor)
1390,453.0,8,13310.32,1663.79,Gaming,0,Dormidos / Perdidos
1391,377.0,3,837932.76,279310.92,Celulares,1,En riesgo (alto valor)
1392,40.0,4,2457.51,614.38,Sin Categoria,3,Nuevos / Prometedores
1393,,0,0.0,0.0,,-1,Sin Actividad
1394,7.0,19,40910.479999999996,2153.18,Laptops,1,En riesgo (alto valor)
1395,,0,0.0,0.0,,-1,Sin Actividad
1396,135.0,4,4731.4800000000005,1182.87,Audio,3,Nuevos / Prometedores
1397,619.0,4,2550.92,637.73,Sin Categoria,0,Dormidos / Perdidos
1398,139.0,2,1770.73,885.36,Tablets,3,Nuevos / Prometedores
1399,624.0,1,90.98,90.98,Accesorios,0,Dormidos / Perdidos
1400,714.0,2,1115.9099999999999,557.95,Accesorios,0,Dormidos / Perdidos
1401,268.0,3,4973.38,1657.79,Laptops,3,Nuevos / Prometedores
1402,,0,0.0,0.0,,-1,Sin Actividad
1403,37.0,3,8048.21,2682.74,Celulares,3,Nuevos / Prometedores
1404,,0,0.0,0.0,,-1,Sin Actividad
1405,385.0,2,2278.6,1139.3,Tablets,0,Dormidos / Perdidos
1406,,0,0.0,0.0,,-1,Sin Actividad
1407,,0,0.0,0.0,,-1,Sin Actividad
1408,368.0,9,23606.38,2622.93,Celulares,1,En riesgo (alto valor)
1409,321.0,10,11045.41,1104.54,Tablets,1,En riesgo (alto valor)
1410,367.0,2,436.81999999999994,218.41,Accesorios,0,Dormidos / Perdidos
1411,33.0,1,1358.76,1358.76,Audio,3,Nuevos / Prometedores
1412,258.0,5,6043.61,1208.72,Tablets,3,Nuevos / Prometedores
1413,,0,0.0,0.0,,-1,Sin Actividad
1414,,0,0.0,0.0,,-1,Sin Actividad
1415,8.0,3,3271.67,1090.56,Componentes,3,Nuevos / Prometedores
1416,39.0,28,59055.73,2109.13,Celulares,2,Campeones
1417,57.0,8,17359.46,2169.93,Celulares,1,En riesgo (alto valor)
1418,,0,0.0,0.0,,-1,Sin Actividad
1419,17.0,23,79390.06,3451.74,Laptops,2,Campeones
1420,,0,0.0,0.0,,-1,Sin Actividad
1421,8.0,17,25144.690000000002,1479.1,Tablets,1,En riesgo (alto valor)
1422,70.0,3,2941.54,980.51,Celulares,3,Nuevos / Prometedores
1423,33.0,5,23998.36,4799.67,Laptops,1,En riesgo (alto valor)
1424,71.0,4,5475.09,1368.77,Laptops,3,Nuevos / Prometedores
1425,5.0,45,75412.44,1675.83,Celulares,2,Campeones
1426,15.0,31,53738.45,1733.5,Celulares,2,Campeones
1427,404.0,3,11154.029999999999,3718.01,Celulares,0,Dormidos / Perdidos
1428,598.0,2,4516.87,2258.44,Celulares,0,Dormidos / Perdidos
1429,19.0,4,12873.68,3218.42,Laptops,3,Nuevos / Prometedores
1430,1.0,8,18495.170000000002,2311.9,Celulares,1,En riesgo (alto valor)
1431,281.0,12,16468.93,1372.41,Celulares,1,En riesgo (alto valor)
1432,,0,0.0,0.0,,-1,Sin Actividad
1433,194.0,3,4185.81,1395.27,Componentes,3,Nuevos / Prometedores
1434,8.0,53,85713.34,1617.23,Celulares,2,Campeones
1435,7.0,53,126342.19,2383.81,Celulares,2,Campeones
1436,257.0,2,8418.04,4209.02,Computadoras,3,Nuevos / Prometedores
1437,,0,0.0,0.0,,-1,Sin Actividad
1438,1.0,181,387888.03,2143.03,Celulares,2,Campeones
1439,366.0,2,2559.99,1279.99,Celulares,0,Dormidos / Perdidos
1440,376.0,2,8032.0599999999995,4016.03,Laptops,0,Dormidos / Perdidos
1441,,0,0.0,0.0,,-1,Sin Actividad
1442,12.0,23,58426.9,2540.3,Celulares,2,Campeones
1443,,0,0.0,0.0,,-1,Sin Actividad
1444,134.0,1,1787.16,1787.16,Sin Categoria,3,Nuevos / Prometedores
1445,,0,0.0,0.0,,-1,Sin Actividad
1446,4.0,25,51649.6,2065.98,Celulares,2,Campeones
1447,272.0,8,11462.07,1432.76,Celulares,1,En riesgo (alto valor)
1448,73.0,22,756443.5200000001,34383.8,Celulares,2,Campeones
1449,365.0,10,13705.67,1370.57,Celulares,1,En riesgo (alto valor)
1450,2.0,21,210971.0,10046.24,Laptops,2,Campeones
1451,95.0,6,10727.119999999999,1787.85,Celulares,1,En riesgo (alto valor)
1452,420.0,4,10364.76,2591.19,Celulares,0,Dormidos / Perdidos
1453,2.0,86,1282031.01,14907.34,Celulares,2,Campeones
1454,249.0,3,8084.87,2694.96,Componentes,3,Nuevos / Prometedores
1455,250.0,7,9954.21,1422.03,Sin Categoria,1,En riesgo (alto valor)
1456,13.0,23,30951.73,1345.73,Celulares,1,En riesgo (alto valor)
1457,13.0,12,94286.54,7857.21,Accesorios,1,En riesgo (alto valor)
1458,7.0,11,30908.530000000002,2809.87,Celulares,1,En riesgo (alto valor)
1459,,0,0.0,0.0,,-1,Sin Actividad
1460,141.0,6,13041.400000000001,2173.57,Celulares,1,En riesgo (alto valor)
1461,21.0,3,4243.77,1414.59,Celulares,3,Nuevos / Prometedores
1462,702.0,2,2035.42,1017.71,Laptops,0,Dormidos / Perdidos
